task,cell,variant,solver,n_repeats,outer_folds_per_repeat,n_paired_outer_draws,n_failed_outer_draws,n_unique_compounds,n_test_evaluations,mean_delta_auprc,sd_delta_auprc,mean_delta_auroc,sd_delta_auroc,n_alpha_boundary_hits,n_folds_saturated_no_bio_signal,nb_auprc_n,nb_auprc_mean,nb_auprc_naive_se,nb_auprc_corrected_se,nb_auprc_correction_factor,nb_auprc_mean_test_train_ratio,nb_auprc_t_stat,nb_auprc_p_value,nb_auprc_df,nb_auprc_ci_low,nb_auprc_ci_high,nb_auprc_significant_nb,nb_auprc_empirical_variance,nb_auprc_variance_degenerate,nb_auprc_inference_valid,nb_auroc_n,nb_auroc_mean,nb_auroc_naive_se,nb_auroc_corrected_se,nb_auroc_correction_factor,nb_auroc_mean_test_train_ratio,nb_auroc_t_stat,nb_auroc_p_value,nb_auroc_df,nb_auroc_ci_low,nb_auroc_ci_high,nb_auroc_significant_nb,nb_auroc_empirical_variance,nb_auroc_variance_degenerate,nb_auroc_inference_valid,nb_log_loss_n,nb_log_loss_mean,nb_log_loss_naive_se,nb_log_loss_corrected_se,nb_log_loss_correction_factor,nb_log_loss_mean_test_train_ratio,nb_log_loss_t_stat,nb_log_loss_p_value,nb_log_loss_df,nb_log_loss_ci_low,nb_log_loss_ci_high,nb_log_loss_significant_nb,nb_log_loss_empirical_variance,nb_log_loss_variance_degenerate,nb_log_loss_inference_valid
SR-MMP,HT29,standardized,lbfgs,20,5,100,0,717,14340,0.07942016371561898,0.048661101165148615,0.04385467062073307,0.03137116445315201,3,3,100,0.07942016371561898,0.004866110116514862,0.025339696189286037,0.27116831485694,0.26116831485694,3.1342192551305685,0.0022676825650382085,99,0.029140708990757658,0.1296996184404803,True,0.002367902766604828,False,True,100,0.04385467062073307,0.003137116445315201,0.01633616497187572,0.27116831485694,0.26116831485694,2.6845144314000935,0.008516302983566327,99,0.011440175160894905,0.07626916608057123,True,0.0009841499591467084,False,True,100,-0.033413601969766005,0.002059173265000105,0.010722902623825872,0.27116831485694,0.26116831485694,-3.116096745625786,0.002398325484770934,99,-0.05469016712533823,-0.012137036814193779,True,0.0004240194535291191,False,True
SR-p53,HT29,standardized,lbfgs,20,5,100,0,877,17540,0.08933076092150286,0.09357414248252252,0.03022729293065187,0.03314682500382713,22,22,100,0.08933076092150286,0.009357414248252252,0.04840812463908999,0.2676238440368418,0.2576238440368418,1.8453671070200366,0.06797307659819449,99,-0.006721460578124644,0.18538298242113035,False,0.008756120141339425,False,True,100,0.03022729293065187,0.0033146825003827133,0.017147639226029413,0.2676238440368418,0.2576238440368418,1.7627670218748293,0.08102575648033077,99,-0.0037973434999909184,0.06425192936129466,False,0.0010987120078343397,False,True,100,-0.017835459749593142,0.0018973419332961683,0.009815400104481613,0.2676238440368418,0.2576238440368418,-1.8170894267926634,0.07222873683065856,99,-0.03731134302274565,0.001640423523559368,False,0.00035999064118440416,False,True
NR-AR,MCF7,standardized,lbfgs,20,5,100,0,1259,25180,1.9713805375805582e-05,0.00019713805375805586,0.0002305825242718451,0.0023058252427184513,99,88,100,1.9713805375805582e-05,1.9713805375805586e-05,0.00010234248656827393,0.2695075896173618,0.2595075896173618,0.19262581980216262,0.8476466200952134,99,-0.00018335589133251323,0.00022278350208412438,False,3.8863412239514124e-08,False,True,100,0.0002305825242718451,0.0002305825242718451,0.0011970488925558684,0.2695075896173618,0.2595075896173618,0.19262581980216267,0.8476466200952134,99,-0.002144622180122205,0.0026057872286658953,False,5.316830049957604e-06,False,True,100,-1.199490925047328e-05,1.199479903366469e-05,6.226994411228988e-05,0.2695075896173618,0.2595075896173618,-0.19262758978622418,0.8476452375618766,99,-0.00013555198792757715,0.00011156216942663059,False,1.438752038580034e-08,False,True
NR-AR-LBD,MCF7,standardized,lbfgs,20,5,100,0,1145,22900,0.0031211211194038697,0.01122262729947832,0.0020604831533527555,0.008632399460379414,79,80,100,0.0031211211194038697,0.0011222627299478317,0.005816337836340999,0.2686025724202408,0.2586025724202408,0.5366127634304229,0.5927389678198695,99,-0.008419755011165275,0.014661997249973014,False,0.00012594736350299602,False,True,100,0.0020604831533527555,0.0008632399460379414,0.0044739035040527765,0.2686025724202408,0.2586025724202408,0.46055601143078406,0.6461272409688925,99,-0.006816712018802858,0.01093767832550837,False,7.45183204435588e-05,False,True,100,-0.0007829383198602148,0.0003718889615415671,0.0019273845421493479,0.2686025724202408,0.2586025724202408,-0.4062180134469227,0.6854591545345791,99,-0.004607287400468752,0.0030414107607483224,False,1.3830139971646517e-05,False,True
NR-AhR,MCF7,standardized,lbfgs,20,5,100,0,1111,22220,-0.0004956225335845071,0.00495171113605206,7.849576599771036e-06,5.6782420253289504e-05,98,94,100,-0.0004956225335845071,0.0004951711136052061,0.002573984089338658,0.27020981043118836,0.26020981043118835,-0.19255073706063544,0.8477052676114059,99,-0.005602965396563912,0.004611720329394898,False,2.451944317490199e-05,False,True,100,7.849576599771036e-06,5.678242025328951e-06,2.9516472643563295e-05,0.27020981043118836,0.26020981043118835,0.2659388435251529,0.7908393552213286,99,-5.071750876832956e-05,6.641666196787163e-05,False,3.2242432498211824e-09,False,True,100,6.099107992915687e-06,6.866095402924465e-06,3.569113754301007e-05,0.27020981043118836,0.26020981043118835,0.17088578321623615,0.8646623490174534,99,-6.471985213855285e-05,7.691806812438422e-05,False,4.714326608206047e-09,False,True
NR-Aromatase,MCF7,standardized,lbfgs,20,5,100,0,1021,20420,0.02208393760372602,0.04279082058040889,0.012455402825220624,0.026964767135360865,53,54,100,0.02208393760372602,0.004279082058040889,0.022334582657594523,0.27242970097653735,0.26242970097653734,0.9887777149136352,0.325182411290863,99,-0.02223271991034488,0.06640059511779692,False,0.0018310543259447449,False,True,100,0.012455402825220624,0.0026964767135360863,0.014074205922174692,0.27242970097653735,0.26242970097653734,0.8849808574703633,0.3783113449970412,99,-0.01547087514458229,0.040381680795023536,False,0.0007270986666642374,False,True,100,-0.004212179774337274,0.0007797151844994495,0.004069707708656919,0.27242970097653735,0.26242970097653734,-1.035007935674912,0.3031868170784858,99,-0.012287362797539891,0.0038630032488653444,False,6.0795576893901054e-05,False,True
NR-ER,MCF7,standardized,lbfgs,20,5,100,0,1067,21340,-0.0002034800028520678,0.0038481125418294328,0.00022663794271539196,0.0016874882309659927,97,86,100,-0.0002034800028520678,0.0003848112541829433,0.0020086425590487354,0.2724644156729272,0.26246441567292716,-0.10130224610417149,0.9195154182654453,99,-0.004189062618038349,0.003782102612334213,False,1.4807970134584978e-05,False,True,100,0.00022663794271539196,0.00016874882309659927,0.0008808372005151186,0.2724644156729272,0.26246441567292716,0.25729833229438176,0.7974825061818698,99,-0.001521134162066159,0.001974410047496943,False,2.847616529648735e-06,False,True,100,8.993425528841525e-06,6.932962954443863e-06,3.618876604888408e-05,0.2724644156729272,0.26246441567292716,0.2485142907799932,0.8042513047583768,99,-6.281293751953617e-05,8.079978857721921e-05,False,4.806597532769097e-09,False,True
NR-ER-LBD,MCF7,standardized,lbfgs,20,5,100,0,1194,23880,0.039130053116691356,0.09204440943642775,0.015084671767205873,0.04928076824735149,44,45,100,0.039130053116691356,0.009204440943642776,0.04775687005141467,0.2692011310509071,0.2592011310509071,0.8193596664639925,0.4145493966833683,99,-0.055629937990322974,0.13389004422370568,False,0.00847217330850075,False,True,100,0.015084671767205873,0.004928076824735149,0.025569127550849616,0.2692011310509071,0.2592011310509071,0.5899564518659002,0.5565639912753402,99,-0.03565002455447762,0.06581936808888937,False,0.002428594119049167,False,True,100,-0.0052681086914207476,0.0008810341367111872,0.004571210031700696,0.2692011310509071,0.2592011310509071,-1.152453869957223,0.2519098392805885,99,-0.014338381125227811,0.0038021637423863164,False,7.762211500504269e-05,False,True
NR-PPAR-gamma,MCF7,standardized,lbfgs,20,5,100,0,1073,21460,0.0,0.0,0.0,0.0,100,91,100,0.0,0.0,0.0,0.27311906064040864,0.26311906064040863,,,99,,,False,0.0,True,False,100,0.0,0.0,0.0,0.27311906064040864,0.26311906064040863,,,99,,,False,0.0,True,False,100,-1.0359072794008384e-10,1.2180850905437364e-11,6.365809418825461e-11,0.27311906064040864,0.26311906064040863,,,99,,,False,1.4837312878049423e-20,True,False
SR-ARE,MCF7,standardized,lbfgs,20,5,100,0,923,18460,0.0068460414802886844,0.021285957419799936,0.004328475331460353,0.010427807472061906,69,67,100,0.0068460414802886844,0.0021285957419799936,0.011162911065086798,0.27502270630709574,0.26502270630709573,0.6132846029473812,0.5410946259946955,99,-0.015303595883240383,0.028995678843817752,False,0.00045309198327753587,False,True,100,0.004328475331460353,0.0010427807472061907,0.005468614125207093,0.27502270630709574,0.26502270630709573,0.7915122976968935,0.43053741968417136,99,-0.006522441517035386,0.015179392179956092,False,0.00010873916867439013,False,True,100,-0.002835630592657888,0.0005991078773770701,0.00314187791587531,0.27502270630709574,0.26502270630709573,-0.9025273000997229,0.3689674921091477,99,-0.009069798012908449,0.0033985368275926734,False,3.589302487352585e-05,False,True
SR-ATAD5,MCF7,standardized,lbfgs,20,5,100,0,1196,23920,0.006737499472826029,0.02962119884178144,0.0010158338261975475,0.016813111521123608,82,77,100,0.006737499472826029,0.002962119884178144,0.015398616301537396,0.27024528903218437,0.26024528903218436,0.4375392789125707,0.6626733427010023,99,-0.02381669602246241,0.037291694968114464,False,0.0008774154208243541,False,True,100,0.0010158338261975475,0.001681311152112361,0.008740316505473682,0.27024528903218437,0.26024528903218436,0.11622391769924748,0.9077105180685876,99,-0.01632685034551446,0.01835851799790956,False,0.00028268071902173944,False,True,100,-0.000711557942751035,0.0003387522514113588,0.0017610077055381366,0.27024528903218437,0.26024528903218436,-0.40406293539391075,0.6870379788685743,99,-0.004205779283817216,0.0027826633983151464,False,1.1475308783626445e-05,False,True
SR-HSE,MCF7,standardized,lbfgs,20,5,100,0,1077,21540,-0.002638582754976839,0.03166851166033131,-0.002270332938338465,0.028992360675316218,89,84,100,-0.002638582754976839,0.003166851166033131,0.016521186628499576,0.27216179969104026,0.26216179969104025,-0.1597090338792735,0.8734356777136254,99,-0.03542020132228428,0.030143035812330604,False,0.00100289463078054,False,True,100,-0.002270332938338465,0.002899236067531622,0.01512506197497316,0.27216179969104026,0.26216179969104025,-0.15010404202608194,0.8809879226266872,99,-0.0322817373016996,0.027741071425022672,False,0.0008405569775276223,False,True,100,-0.0005747299948559615,0.0002533660595245854,0.0013217886585988722,0.27216179969104026,0.26216179969104025,-0.4348123212565533,0.664645003926825,99,-0.0031974454575597667,0.002047985467847844,False,6.419436011901573e-06,False,True
SR-MMP,MCF7,standardized,lbfgs,20,5,100,0,958,19160,0.10796000703181993,0.05395353662027874,0.042138421892629244,0.02457992615523594,3,3,100,0.10796000703181993,0.005395353662027874,0.028272325834589787,0.27458906570395386,0.26458906570395385,3.8185753681338883,0.00023416110720010284,99,0.05186157885225001,0.16405843521138985,True,0.002910984113835759,False,True,100,0.042138421892629244,0.002457992615523594,0.012880187746391259,0.27458906570395386,0.26458906570395385,3.2715689182741525,0.001472736992066379,99,0.01658133502762529,0.0676955087576332,True,0.0006041727697968518,False,True,100,-0.0361446430473489,0.0018703025505413839,0.009800618537820915,0.27458906570395386,0.26458906570395385,-3.6879961104358374,0.0003693686162316287,99,-0.0555911964853634,-0.0166980896093344,True,0.0003498031630561606,False,True
SR-p53,MCF7,standardized,lbfgs,20,5,100,0,1158,23160,0.10145240049718256,0.08946576204828786,0.042993217960836064,0.03868421421558027,16,16,100,0.10145240049718256,0.008946576204828785,0.046590135916230985,0.27119034513791457,0.26119034513791456,2.1775510738924195,0.03181511292693192,99,0.00900746303910352,0.1938973379552616,True,0.008004122578880864,False,True,100,0.042993217960836064,0.003868421421558027,0.020145167903937517,0.27119034513791457,0.26119034513791456,2.134170246971867,0.03529870664582317,99,0.0030208343148546007,0.08296560160681753,True,0.0014964684294769028,False,True,100,-0.0168286113545887,0.0013909820926706906,0.007243669899060687,0.27119034513791457,0.26119034513791456,-2.3232162134791543,0.022213468709611026,99,-0.031201623959438103,-0.0024555987497392948,True,0.00019348311821305338,False,True
