analysis,task,cell,ik,gene_set,es,nes,nominal_p,leading_edge_size,gene_set_size_measured,ranked_gene_count,leading_edge_genes,drug_name,context,mean_B,directionally_stable_positive,abs_nes,bh_q_within_task_pathway
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Apoptosis,0.39180881560996667,0.9683028626573327,0.5248618784530387,9,40,978,IER3;BRCA1;CDKN1A;EBP;HMOX1;HSPB1;PMAIP1;GNA15;IGF2R,fipronil,HEPG2 x 6 h,,True,0.9683028626573327,0.7286206691626552
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Notch Signaling,0.5253567418734693,0.9254005585448827,0.5997400909681612,3,7,978,PPARD;SKP1;NOTCH1,fipronil,HEPG2 x 6 h,,True,0.9254005585448827,0.9988818486768543
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Adipogenesis,-0.2966966571191374,-0.8126484838698042,0.7773959526536847,5,25,978,ALDOA;DHRS7;PFKL;GADD45A;FAH,fipronil,HEPG2 x 6 h,,True,0.8126484838698042,0.9039452241007777
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Estrogen Response Early,-0.5008488169449238,-1.41913613218256,0.04692556634304207,6,29,978,SLC1A4;SFN;RRP12;CD44;TSKU;FOS,fipronil,HEPG2 x 6 h,,True,1.41913613218256,0.3832254584681769
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Estrogen Response Late,0.3132714442862007,0.7534784919770072,0.8412044781881354,8,34,978,CDC20;GPER1;LSR;WFS1;KIF20A;FDFT1;MAPK13;ZFP36,fipronil,HEPG2 x 6 h,,True,0.7534784919770072,0.894602958408028
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Androgen Response,0.31429671068200526,0.6843146261395985,0.8913497701629753,6,19,978,HMGCS1;ARID5B;INPP4B;AKT1;CDK6;CCND3,fipronil,HEPG2 x 6 h,,True,0.6843146261395985,0.993119031377899
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Myogenesis,0.4268667988680197,0.9148616600173946,0.6021566401816119,3,18,978,IGFBP3;CDKN1A;ITGB5,fipronil,HEPG2 x 6 h,,True,0.9148616600173946,0.9346879535558781
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Protein Secretion,-0.4239002431822618,-0.9838419389566608,0.4617261360170784,3,13,978,ZW10;YKT6;DNM1L,fipronil,HEPG2 x 6 h,,True,0.9838419389566608,0.9320121450845232
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Interferon Alpha Response,0.7306555496537372,1.3226920144634216,0.12960911536635544,2,8,978,IL4R;PSME1,fipronil,HEPG2 x 6 h,,True,1.3226920144634216,0.5877628019552941
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Interferon Gamma Response,0.5327411140073324,1.2719799428018934,0.13390647388302723,8,33,978,IL4R;NCOA3;CDKN1A;PSME1;STAT1;ICAM1;HIF1A;ARID5B,fipronil,HEPG2 x 6 h,,True,1.2719799428018934,0.43707549578687543
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Apical Junction,0.29896822167087445,0.700553337094989,0.9057598523790694,5,29,978,GNAI1;SHC1;ICAM1;MAPK13;EVL,fipronil,HEPG2 x 6 h,,True,0.700553337094989,0.9982678214523651
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Apical Surface,0.7713536668045371,1.3151867991128547,0.12733703890853967,2,6,978,BRCA1;HSPB1,fipronil,HEPG2 x 6 h,,True,1.3151867991128547,0.4281431453185775
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Hedgehog Signaling,-0.40732554443202973,-0.7273473932006285,0.7801672640382318,4,5,978,RASA1;TLE1;ADGRG1;CDK5R1,fipronil,HEPG2 x 6 h,,True,0.7273473932006285,0.9937744985012682
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Complement,0.4853568096546145,1.139323974725302,0.29199000394581087,5,30,978,SERPINE1;CTSL;DUSP6;PRKCD;CTSD,fipronil,HEPG2 x 6 h,,True,1.139323974725302,0.4933531154079785
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Unfolded Protein Response,0.46142903507369626,1.0455967636620616,0.4144070117775952,6,24,978,EDEM1;HERPUD1;SHC1;WFS1;ATF6;NOLC1,fipronil,HEPG2 x 6 h,,True,1.0455967636620616,0.6550304379710377
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,PI3K/AKT/mTOR  Signaling,0.3113996412781848,0.7169542769663834,0.8796095444685467,7,26,978,CDKN1A;PIN1;CDK4;SQSTM1;AKT1;CDK1;VAV3,fipronil,HEPG2 x 6 h,,True,0.7169542769663834,0.9761788111148154
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,mTORC1 Signaling,0.5701938979170551,1.4402269872642162,0.03132648066568772,11,48,978,PLK1;GLRX;EDEM1;AURKA;TXNRD1;CCNF;ELOVL6;HMGCS1;CDKN1A;PGM1;EBP,fipronil,HEPG2 x 6 h,,True,1.4402269872642162,0.12791646271822485
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,E2F Targets,0.5739397552935878,1.4782378257328626,0.01639344262295082,21,53,978,PLK1;CDC20;KIF2C;AURKA;BRCA1;CDKN1A;BIRC5;TP53;LBR;EED;LIG1;NOLC1;MYC;CDK4;EZH2;RPA3;DNMT1;STMN1;CENPE;CDKN2A;MCM3,fipronil,HEPG2 x 6 h,,True,1.4782378257328626,0.07302533532041729
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Myc Targets V1,0.4051478545042866,0.8883602846321815,0.6395637769188294,4,20,978,CDC20;NOLC1;MYC;CDK4,fipronil,HEPG2 x 6 h,,True,0.8883602846321815,0.9796376186367559
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Myc Targets V2,0.686499293836298,1.2770818785964335,0.17462803445575567,5,9,978,PLK1;GRWD1;NOLC1;MYC;CDK4,fipronil,HEPG2 x 6 h,,True,1.2770818785964335,0.6079156782473272
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Epithelial Mesenchymal Transition,0.5291391217973053,1.2024719508021504,0.22296663540131315,3,25,978,SERPINE1;IGFBP3;LOXL1,fipronil,HEPG2 x 6 h,,True,1.2024719508021504,0.7718605218239454
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Inflammatory Response,0.6583450659313047,1.3764886482058538,0.08341679782515381,7,16,978,SERPINE1;IL4R;CDKN1A;ICAM1;HIF1A;MYC;GNA15,fipronil,HEPG2 x 6 h,,True,1.3764886482058538,0.32223796033994334
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Xenobiotic Metabolism,0.28418679459337215,0.6606671853300343,0.9343716719914803,4,28,978,SERPINE1;HMOX1;PROS1;PPARD,fipronil,HEPG2 x 6 h,,True,0.6606671853300343,0.9343716719914803
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Fatty Acid Metabolism,0.6092584448383117,1.361555091203979,0.08618556701030927,6,22,978,PCBD1;HMGCS1;ACAA1;PSME1;GSTZ1;ACAT2,fipronil,HEPG2 x 6 h,,True,1.361555091203979,0.8059496364603653
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Oxidative Phosphorylation,-0.2619689172754546,-0.6879857135631505,0.9315617036767383,4,21,978,CASP7;CYCS;SLC25A4;BAX,fipronil,HEPG2 x 6 h,,True,0.6879857135631505,0.9509692391700036
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Glycolysis,0.5373845654804168,1.3358373477779506,0.07729103726082578,5,42,978,IER3;GLRX;IGFBP3;AURKA;GFPT1,fipronil,HEPG2 x 6 h,,True,1.3358373477779506,0.4208067584200515
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Reactive Oxygen Species Pathway,0.7601736749097925,1.3378472544968578,0.11059755694948828,3,7,978,GLRX;TXNRD1;PDLIM1,fipronil,HEPG2 x 6 h,,True,1.3378472544968578,0.2463309222965875
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,p53 Pathway,-0.4094079014216592,-1.2273766041687317,0.1280373831775701,9,37,978,SFN;BLCAP;RB1;GADD45A;DNTTIP2;BAX;FOXO3;ABHD4;FOS,fipronil,HEPG2 x 6 h,,True,1.2273766041687317,0.2456205839221437
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,UV Response Up,-0.4369630705325591,-1.2425691041969888,0.1447742984953233,7,29,978,PARP2;SLC25A4;CLTB;YKT6;PRKACA;RPN1;FOS,fipronil,HEPG2 x 6 h,,True,1.2425691041969888,0.42064392149450275
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,UV Response Dn,0.696035806863108,1.5741820922416236,0.009969953564599836,8,23,978,SERPINE1;MAP2K5;SMAD3;KIT;FHL2;MYC;INPP4B;PPARG,fipronil,HEPG2 x 6 h,,True,1.5741820922416236,0.5444444444444444
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Angiogenesis,0.3853145944384068,0.6808686891897169,0.854959349593496,3,7,978,TNFRSF21;APP;LRPAP1,fipronil,HEPG2 x 6 h,,True,0.6808686891897169,0.994603507719982
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,heme Metabolism,-0.36594466539472015,-0.9689650340439507,0.4851411589895988,2,22,978,FOXO3;ABCB6,fipronil,HEPG2 x 6 h,,True,0.9689650340439507,0.8850967229962663
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Coagulation,0.4842357480601647,0.9541704748840064,0.5527940954963096,2,12,978,SERPINE1;DUSP6,fipronil,HEPG2 x 6 h,,True,0.9541704748840064,0.7650559915351379
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,IL-2/STAT5 Signaling,0.33146921452733613,0.7651195728679285,0.8147755858599232,3,27,978,IL4R;ITGAE;NCOA3,fipronil,HEPG2 x 6 h,,True,0.7651195728679285,0.9188153004185079
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Bile Acid Metabolism,-0.36822467227619055,-0.745793614045618,0.7689579923622477,1,8,978,PECR,fipronil,HEPG2 x 6 h,,True,0.745793614045618,0.9335144384272082
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Pperoxisome,-0.27714843581714055,-0.6808294648112416,0.9130725509862923,4,16,978,PEX11A;IDE;SLC25A4;MVP,fipronil,HEPG2 x 6 h,,True,0.6808294648112416,0.9320948957985067
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Allograft Rejection,0.4454036282379097,1.0124674275727679,0.46501890869800105,6,24,978,BRCA1;IL4R;STAT1;ICAM1;HIF1A;CSK,fipronil,HEPG2 x 6 h,,True,1.0124674275727679,0.9877037321813381
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Spermatogenesis,0.6013468892735617,1.2490282335813376,0.1926847110460863,6,15,978,KIF2C;AURKA;PHKG2;CSNK2A2;EZH2;PSMG1,fipronil,HEPG2 x 6 h,,True,1.2490282335813376,0.4090168606138394
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,KRAS Signaling Up,0.7610847447953417,1.6521229361566911,0.0035117291754459897,4,19,978,GLRX;TRIB1;IGFBP3;DUSP6,fipronil,HEPG2 x 6 h,,True,1.6521229361566911,0.344149459193707
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,KRAS Signaling Dn,-0.6776180698151885,-1.150877689765193,0.34615384615384615,4,4,978,EDN1;CCNA1;EGF;C5,fipronil,HEPG2 x 6 h,,True,1.150877689765193,0.9496182640736193
primary_6h_20x5,SR-ARE,HEPG2,ZOCSXAVNDGMNBV,Pancreas Beta Cells,-0.6161719549641776,-0.8206903572856488,0.7719863151539545,1,1,978,STXBP1,fipronil,HEPG2 x 6 h,,True,0.8206903572856488,0.9798077151130574
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,TNF-alpha Signaling via NF-kB,0.7743994383349684,1.5480243772095768,0.0003016287954956767,17,38,978,DUSP4;SQSTM1;RELB;FOSL1;SMAD3;ZFP36;MYC;TRIB1;GADD45A;BHLHE40;ICAM1;NFIL3;SLC2A6;TNIP1;JUN;NFKBIA;ID2,fenretinide,MCF7 x 24 h,,True,1.5480243772095768,0.006075665737841488
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Hypoxia,0.7057141817319668,1.4164746745264643,0.003418116014878858,14,41,978,DDIT4;HMOX1;BCL2;ZFP36;GLRX;FOXO3;KDM3A;BNIP3L;TGFB3;JMJD6;BHLHE40;NFIL3;IGFBP3;JUN,fenretinide,MCF7 x 24 h,,True,1.4164746745264643,0.12048858952447974
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Cholesterol Homeostasis,0.7443754246616482,1.4023576706074883,0.02710653498634167,5,17,978,PPARG;TRIB3;NFIL3;ECH1;HMGCS1,fenretinide,MCF7 x 24 h,,True,1.4023576706074883,0.27607806018763403
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Mitotic Spindle,0.42303927496682653,0.8354590002633571,0.7983193277310925,5,30,978,CDK1;ARHGEF2;TOP2A;PAFAH1B1;SMC4,fenretinide,MCF7 x 24 h,,True,0.8354590002633571,0.9789500060812721
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Wnt-beta Catenin Signaling,0.46349893207804455,0.8097685424826773,0.767174704276615,2,9,978,MYC;CSNK1E,fenretinide,MCF7 x 24 h,,True,0.8097685424826773,0.9406228982869802
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,TGF-beta Signaling,0.7210266129357796,1.2154035093287698,0.2105388650453028,4,7,978,SMAD3;ID2;RHOA;TJP1,fenretinide,MCF7 x 24 h,,True,1.2154035093287698,0.8301777880397136
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,IL-6/JAK/STAT3 Signaling,0.6766064923271188,1.231732320430133,0.1830710797612588,4,12,978,HMOX1;JUN;STAT1;FAS,fenretinide,MCF7 x 24 h,,True,1.231732320430133,0.720908193870473
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,DNA Repair,0.6299738348316097,1.2237549182966199,0.15271794871794872,4,23,978,MPC2;LIG1;PCNA;RPA2,fenretinide,MCF7 x 24 h,,True,1.2237549182966199,0.4020138588133391
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,G2-M Checkpoint,0.6242802305546995,1.2574404656419056,0.055583425303501556,18,45,978,CDK1;STMN1;SMAD3;MYC;UBE2C;MCM3;RPA2;TFDP1;HIF1A;MYBL2;SUV39H1;TOP2A;PAFAH1B1;AURKB;ATF5;SMC4;CDC45;CDC25A,fenretinide,MCF7 x 24 h,,True,1.2574404656419056,0.27025044716530067
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Apoptosis,0.6313249992382213,1.268874370674446,0.06076127347594657,13,40,978,SQSTM1;HMOX1;IGF2R;BNIP3L;GADD45A;JUN;CDK2;ERBB2;BRCA1;TOP2A;TIMP2;CDKN1A;FAS,fenretinide,MCF7 x 24 h,,True,1.268874370674446,0.39076752529176084
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Notch Signaling,-0.4454420417685435,-1.0548202659247414,0.3508879363135334,2,7,978,FZD7;PPARD,fenretinide,MCF7 x 24 h,,True,1.0548202659247414,0.7611569080032032
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Adipogenesis,0.6117948859366579,1.1955899060708561,0.18283734203016713,13,25,978,PPARG;HADH;GADD45A;ECH1;SCP2;REEP5;ACLY;DHRS7;ALDOA;APOE;DECR1;PGM1;ETFB,fenretinide,MCF7 x 24 h,,True,1.1955899060708561,0.6420185700047212
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Estrogen Response Early,0.540156898540216,1.062693554144948,0.40587639311043566,12,29,978,BCL2;MYC;PEX11A;BHLHE40;TSKU;MUC1;CANT1;DYNLT3;FHL2;CCND1;TIPARP;SH3BP5,fenretinide,MCF7 x 24 h,,True,1.062693554144948,0.8541577825159915
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Estrogen Response Late,0.4935441770207526,0.9844547019246112,0.5618113817851006,12,34,978,BCL2;ZFP36;GPER1;ID2;TOP2A;UGDH;KIF20A;DYNLT3;CCND1;ETFB;WFS1;LSR,fenretinide,MCF7 x 24 h,,True,0.9844547019246112,0.7544324269685637
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Androgen Response,0.5334884099423648,1.021272127232217,0.48992731048805815,7,19,978,SPDEF;AKT1;HMGCS1;INSIG1;CDK6;INPP4B;CCND1,fenretinide,MCF7 x 24 h,,True,1.021272127232217,0.9555254365504633
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Myogenesis,0.683363290203551,1.2966508666929208,0.08939188484405966,8,18,978,SPDEF;ITGB5;BHLHE40;IGFBP3;COL1A1;AGL;RB1;CDKN1A,fenretinide,MCF7 x 24 h,,True,1.2966508666929208,0.8514152032382682
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Protein Secretion,0.3720136843602,0.682591867008615,0.884990253411306,1,13,978,IGF2R,fenretinide,MCF7 x 24 h,,True,0.682591867008615,0.9979035639412999
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Interferon Alpha Response,0.8267360019044245,1.4234570168046528,0.029050407624296705,1,8,978,HERC6,fenretinide,MCF7 x 24 h,,True,1.4234570168046528,0.40417690417690416
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Interferon Gamma Response,0.576855896382226,1.146737909249982,0.23998789468374862,8,33,978,ISOC1;HERC6;HIF1A;ICAM1;NFKBIA;CDKN1A;STAT1;FAS,fenretinide,MCF7 x 24 h,,True,1.146737909249982,0.4971879172604784
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Apical Junction,0.597803231520164,1.183804575191951,0.19413733644385842,11,29,978,EVL;HADH;ICAM1;STX4;RSU1;SHC1;LAMA3;INSIG1;SYK;GRB7;TJP1,fenretinide,MCF7 x 24 h,,True,1.183804575191951,0.9521203369680024
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Apical Surface,0.6412371231460479,1.0589062877791808,0.4355626067854528,2,6,978,GATA3;BRCA1,fenretinide,MCF7 x 24 h,,True,1.0589062877791808,0.7773965513512512
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Hedgehog Signaling,0.4470015500576342,0.713770348892586,0.8655111336032388,2,5,978,CDK5R1;CDK6,fenretinide,MCF7 x 24 h,,True,0.713770348892586,0.9833880959357081
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Complement,0.4848919159937066,0.9588252170970302,0.6049620253164557,10,30,978,GATA3;CBLB;CTSL;FYN;DUSP6;STX4;CDK5R1;TIMP2;PRCP;LIPA,fenretinide,MCF7 x 24 h,,True,0.9588252170970302,0.9982137540934803
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Unfolded Protein Response,0.7080831073441969,1.3821665246130599,0.021915002560163852,10,24,978,DDIT4;EIF4EBP1;BAG3;HERPUD1;EDEM1;POP4;SHC1;PDIA5;TATDN2;HYOU1,fenretinide,MCF7 x 24 h,,True,1.3821665246130599,0.2949005169982767
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,PI3K/AKT/mTOR  Signaling,0.5796007029209405,1.133585810981374,0.2808177379983727,6,26,978,SQSTM1;CDK1;TRIB3;AKT1;PIN1;CDK2,fenretinide,MCF7 x 24 h,,True,1.133585810981374,0.6569404970769699
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,mTORC1 Signaling,0.6415621152568778,1.2962055649073674,0.0246468289750526,18,48,978,SQSTM1;DDIT4;PHGDH;GLRX;TXNRD1;TRIB3;BHLHE40;NFIL3;EDEM1;HMGCS1;RPA1;RPN1;INSIG1;NFKBIB;CDC25A;ERO1A;CDKN1A;ACLY,fenretinide,MCF7 x 24 h,,True,1.2962055649073674,0.3159801316122501
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,E2F Targets,0.6267720910290993,1.2712686618220523,0.03404425753479524,21,53,978,CDK1;LIG1;STMN1;RAD51C;PCNA;MYC;MELK;MCM3;RPA2;MYBL2;RPA1;SUV39H1;BRCA1;TOP2A;EED;AURKB;SMC4;CHEK2;CDC25A;CDKN1A;TIMELESS,fenretinide,MCF7 x 24 h,,True,1.2712686618220523,0.14118353860018024
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Myc Targets V1,0.5909426777271877,1.1316993211412765,0.29180869744861065,6,20,978,PCNA;MYC;TFDP1;CDK2;CDC45;CCNA2,fenretinide,MCF7 x 24 h,,True,1.1316993211412765,0.7011171315807077
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Myc Targets V2,0.5829657940465618,1.0205931787022602,0.4955862381167949,1,9,978,MYC,fenretinide,MCF7 x 24 h,,True,1.0205931787022602,0.9920811209902918
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Epithelial Mesenchymal Transition,0.6205306071356645,1.2081810234443582,0.1628286121866721,8,25,978,PLOD3;ITGB5;GADD45A;IGFBP3;JUN;ID2;LAMA3;COL1A1,fenretinide,MCF7 x 24 h,,True,1.2081810234443582,0.6488559957432399
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Inflammatory Response,0.591437319643161,1.1089069516896037,0.34519048621342874,4,16,978,MYC;HIF1A;ICAM1;NFKBIA,fenretinide,MCF7 x 24 h,,True,1.1089069516896037,0.911011610552228
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Xenobiotic Metabolism,0.5794873939856139,1.1429843937769062,0.25678284727161876,9,28,978,HMOX1;NPC1;PGRMC1;ECH1;RAP1GAP;ID2;PROS1;FAS;UGDH,fenretinide,MCF7 x 24 h,,True,1.1429843937769062,0.7860454613879271
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Fatty Acid Metabolism,0.5803248600845368,1.1199992564333865,0.31379806703680857,4,22,978,HADH;CRYZ;ECH1;HMGCS1,fenretinide,MCF7 x 24 h,,True,1.1199992564333865,0.6844996316952542
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Oxidative Phosphorylation,0.3576105136549699,0.6898505398856206,0.904000824912353,8,21,978,ECH1;NNT;ATP6V0B;DECR1;ETFB;ATP1B1;VDAC1;ATP6V1D,fenretinide,MCF7 x 24 h,,True,0.6898505398856206,0.9977901837636659
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Glycolysis,0.5813933325505414,1.167654416254871,0.177327040867557,9,42,978,DDIT4;CDK1;STMN1;GLRX;GFPT1;IGFBP3;ECD;P4HA2;AGL,fenretinide,MCF7 x 24 h,,True,1.167654416254871,0.6060283012881528
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Reactive Oxygen Species Pathway,0.8020261859846838,1.3558807094761185,0.07069866920152092,2,7,978,GLRX;TXNRD1,fenretinide,MCF7 x 24 h,,True,1.3558807094761185,0.46103274953475837
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,p53 Pathway,0.6701741280378726,1.3380868678431497,0.02183537935198229,10,37,978,DDIT4;HMOX1;RAD51C;PCNA;FOXO3;CEBPA;TRIB3;GADD45A;JUN;SESN1,fenretinide,MCF7 x 24 h,,True,1.3380868678431497,0.33325987427482134
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,UV Response Up,0.6766571684314769,1.330340263111101,0.036087176887987835,8,29,978,SQSTM1;HMOX1;ICAM1;CLTB;EIF5;CDK2;NFKBIA;RPN1,fenretinide,MCF7 x 24 h,,True,1.330340263111101,0.7347602098164107
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,UV Response Dn,0.6440206350813805,1.2534192118050052,0.11934789295601353,8,23,978,PPARG;SMAD3;MYC;BHLHE40;FYN;ERBB2;COL1A1;INSIG1,fenretinide,MCF7 x 24 h,,True,1.2534192118050052,0.6643027177147391
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Angiogenesis,0.4956719396140977,0.8362474746940723,0.7381572714353387,3,7,978,LRPAP1;SPP1;APP,fenretinide,MCF7 x 24 h,,True,0.8362474746940723,0.980693981282272
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,heme Metabolism,0.5507867936693718,1.066030513746823,0.41129943502824856,8,22,978,FOXO3;BNIP3L;RAP1GAP;NNT;CAST;P4HA2;LRP10;PSMD9,fenretinide,MCF7 x 24 h,,True,1.066030513746823,0.840166518099194
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Coagulation,0.43230138489203246,0.7850633002865303,0.8007616974972797,3,12,978,FYN;DUSP6;PROS1,fenretinide,MCF7 x 24 h,,True,0.7850633002865303,0.9979265560435792
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,IL-2/STAT5 Signaling,0.6243238329653105,1.228111381963081,0.13973577235772358,11,27,978,BCL2;MYC;IGF2R;BHLHE40;NFIL3;PRAF2;ITGAE;SPRED2;MUC1;MAPKAPK2;SPP1,fenretinide,MCF7 x 24 h,,True,1.228111381963081,0.957741155720731
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Bile Acid Metabolism,0.8006729064716599,1.3758525470080827,0.056141978888760005,5,8,978,ISOC1;NPC1;PEX11A;PXMP2;SCP2,fenretinide,MCF7 x 24 h,,True,1.3758525470080827,0.30520840294949764
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Pperoxisome,0.6805970036736119,1.280946065663866,0.1127192055778576,6,16,978,ISOC1;CDK7;PEX11A;ECH1;TOP2A;SCP2,fenretinide,MCF7 x 24 h,,True,1.280946065663866,0.34917751412570947
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Allograft Rejection,0.49119651948215654,0.9574850453184586,0.6069595565592281,6,24,978,HIF1A;AKT1;ICAM1;BRCA1;STAT1;FAS,fenretinide,MCF7 x 24 h,,True,0.9574850453184586,0.8269227250269904
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,Spermatogenesis,0.5174932709403908,0.9650364441838604,0.5847179595724415,2,15,978,CDK1;TOPBP1,fenretinide,MCF7 x 24 h,,True,0.9650364441838604,0.9728827285342797
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,KRAS Signaling Up,0.6781665491365244,1.2967193794078544,0.08442032766357091,7,19,978,GLRX;TRIB1;IGFBP3;DUSP6;ID2;ERO1A;SPP1,fenretinide,MCF7 x 24 h,,True,1.2967193794078544,0.4848809253256462
paired_24h_20x5,SR-MMP,MCF7,AKJHMTWEGVYYSE,KRAS Signaling Dn,0.6866569230039873,1.0637728911143371,0.4200448963422686,1,4,978,C5,fenretinide,MCF7 x 24 h,,True,1.0637728911143371,0.7043489211653093
