ik,NR-AR_chem_logit,NR-AR-LBD_chem_logit,NR-AhR_chem_logit,NR-Aromatase_chem_logit,NR-ER_chem_logit,NR-ER-LBD_chem_logit,NR-PPAR-gamma_chem_logit,SR-ARE_chem_logit,SR-ATAD5_chem_logit,SR-HSE_chem_logit,SR-MMP_chem_logit,SR-p53_chem_logit
FUBVWMNBEHXPSU,-1.172956102449087,-2.338287257506667,-0.41191866027772794,-1.353711931026192,-1.1361565342974265,-2.2198452178490724,-3.8178785069514354,-0.22376793760702018,-1.728722660314364,-0.5166143002851906,-1.397985714571709,-0.574204771941233
FUSNMLFNXJSCDI,-1.336462060781144,-2.1592895173605946,1.0486842387730269,-0.9342842826999803,0.1936335661513529,-2.3115398967364458,-1.1323755250313938,0.914620886688802,-0.2527083696948402,-0.3648610315710964,1.729042185710867,-0.058179317689377064
FVNFBBAOMBJTST,-1.1397248176529025,-2.0150399614130947,-2.500925182739648,-1.6147208209734023,-1.193045729696438,-2.4941190157069695,-2.5623359486807735,-0.7806330808490443,-1.758971733785759,-0.6870827256719524,-2.490709004084925,-0.9784560819156074
FYPMFJGVHOHGLL,-1.3794697283584374,-2.241255402738121,0.09190353088172791,-0.7108660717659631,-0.366255617137119,-1.4540566461988467,-2.2399038086644527,0.7475299352292204,-0.4630624815285127,-0.27500118563559767,1.686508821000788,-0.4771052219290248
FZSPJBYOKQPKCD,-1.555080980379541,-2.3688719598199337,-0.7472873087452044,-0.4442056015221917,-1.0432096515454616,-1.8657355665834439,-1.9224992099217963,-0.13978035245579754,-2.083452555466323,-0.5753476567475426,-0.3446082156906235,-0.7939778175731751
GAGWJHPBXLXJQN,-0.9302727495179433,-1.9881389073810452,-1.1518571548469425,-1.1387649905807535,-1.4671397075639658,-1.6911248205753506,-1.7359697480482241,-0.706585125675176,-0.753720786910329,-0.6768054749215022,-1.139026264860881,-0.5909796041428761
GAOZTHIDHYLHMS,-0.04574147445767684,-1.6328595811917817,-3.143837986171237,-1.240163146125782,-0.8090176533028821,-1.6827030509259828,-0.37492045782419536,-0.2153462710196832,-0.646607774776499,-0.6752550788233803,0.1752367838782845,0.19059668034734972
GBABOYUKABKIAF,-0.05525029519387239,-0.7465411268231059,-0.6701414834023295,-0.477279017009731,-0.9134565207269365,-1.6761722366917646,-1.2960650399842457,0.6806561676104973,-0.19324453987657764,-0.4255609606450835,0.3968588890026556,0.13152399673671944
GBBSUAFBMRNDJC,-1.332633501547432,-2.225538979998223,-0.8319716670330096,-1.0576103405917971,-1.2588254809498667,-1.9451829799306712,-2.2973569147278257,-0.4649577856730156,-1.8164567251117412,-0.8493311013718685,-1.9213506150374826,-0.9604389558346518
GBXSMTUPTTWBMN,-1.256654574701238,-2.3204324423201697,-2.6103614922546456,-1.647390700143413,-1.2658440716709027,-1.9260453477287287,-2.5468121924395595,-1.12296918253995,-1.8928323408139311,-0.7830979497451971,-1.9435595477040615,-0.8727969797536652
GCKMFJBGXUYNAG,1.603035621287731,2.11403572377458,-2.539001463743253,-1.1182449202274858,1.0869870537029824,0.5356956564432437,-2.870128441549751,-0.37103512471618255,-2.363442302045039,-0.6352165771742669,-1.5876253146511012,-1.23354097722634
GCTFWCDSFPMHHS,-1.4754302604057392,-1.893397536307882,-2.0514789775616595,-1.0193227099283406,-1.4177998469806206,-2.6220009228054795,-2.6224990761270037,0.2884081120921678,-2.085846118536955,-0.4065266661049203,0.5741744839224343,-1.0836160321941122
GCUCIFQCGJIRNT,-1.0175496924581044,-1.8156256661114685,-0.8648094222337883,-1.3528859520223553,-0.904250282345329,-1.7299602870358628,-1.7537036202270315,-0.8965701978311504,-1.77419003546185,-0.7173076359323,-0.8213264265565163,-0.651608708977643
GDLBFKVLRPITMI,-1.4341740215298453,-2.3902660244819303,0.31150689718405294,-1.1437621003777503,-1.3709888044389134,-2.7401239743051704,-2.3293951900879297,-0.5028171467274227,-2.1047977515854868,-0.5536320742627938,-0.9862753297241982,-0.7611901235708878
GDLIGKIOYRNHDA,-1.3190499626302068,-2.212783343608025,0.43415345238762243,-0.9531614370779118,-1.291590835743157,-2.3064281315244584,-3.520828491926074,0.27889606165985215,-2.078305277807977,-0.4497699088437982,0.6260983859744088,-0.6488404180230839
GECHUMIMRBOMGK,-1.4615946039173269,-2.402493014929094,-0.02422412831802926,-1.4134061626308412,-1.5409378586440354,-2.973659873936008,-3.3234443400994826,-0.8988001830992227,-1.5577948653981672,-0.658553476241369,-1.443789403348931,-1.162078027140081
GFBKORZTTCHDGY,-1.050203470850047,-2.1657382048685543,-1.0865646313579074,-0.7502212434643619,-1.519220106183165,-2.2604205460994837,-2.9115442188132836,-0.13865696702586208,-2.0467498578158314,-0.5428063185042082,-1.3211539279652709,-0.7325593976891025
GFMMXOIFOQCCGU,-1.3139628347037717,-2.2132405412998475,0.2799865069918389,-1.1732976686084027,-0.41724746135701823,-1.8822899982900296,-1.666813466323753,0.5342993011166951,-1.2588919110841934,-0.5211611548547822,0.9380526718582183,-0.4837026352595912
GFNANZIMVAIWHM,1.686767948427315,1.9175973235905288,-1.934277838355381,-1.0941975940470492,-0.20069519855901954,-0.9083517887275705,-3.751249240424358,-0.5663957630099292,-1.2248024837772467,-0.6053186180593935,-1.1050911027232249,-0.7171087043073213
GFRUPHOKLBPHTQ,-0.7324923013316231,-1.1310430457630254,-2.25328648586514,-1.1217829923239706,-0.7541943406627424,-2.1728553682066383,-2.397676013623822,-0.6633855089414665,-2.114051366465359,-0.60035113972055,-0.7854644752132148,-1.10569244654468
GGALEXMXDMUMDM,-1.245884340821125,-2.3475988601861237,-0.2562899796236216,-1.0207918803821268,-0.6834362259590698,-2.723689950249573,-1.9535863115647565,-0.5432009646671422,-1.2949060527175094,0.10592931326512967,-1.4894701668563735,-0.9865215836017533
GGUSQTSTQSHJAH,-1.3618394175857194,-2.1537114612099586,-0.9320376136160772,-0.6907074007518813,-0.6297840735426505,-2.25527672774977,-2.638556629616406,0.45202785815402224,-2.3345107361290087,-0.5040139178441212,0.1721820944556272,-0.805331292063212
GGXKWVWZWMLJEH,-1.2873417145032255,-2.150711999104477,-0.9645100748949698,-0.5141924805029765,-1.4521547670026835,-2.377304822125431,-2.1242088448049357,-1.2037892021625756,-0.563706361905381,-0.7456117616086461,-2.6585055962149795,-0.9610098017270525
GGXMRPUKBWXVHE,1.4694136703354923,1.7905831418062645,-1.989803300839477,-0.9135533552897993,-0.1491578041044789,-1.7081579506368567,-3.633543974870216,-0.3319380156666243,-1.4341586477543415,-0.5434347938068929,-0.6415104285316305,-0.5418369240369605
GHASVSINZRGABV,-1.4460640232085333,-2.3704501490531733,-2.537908475357092,-1.431025564696061,-1.7408144420650435,-2.4310344090633755,-2.57902480770808,-1.06464982372522,-2.2197110422167152,-0.7622520046521208,-3.14793868565095,-1.1643633954095702
GHOSNRCGJFBJIB,-1.3034939040197613,-1.8815633089954507,-0.12796549002327878,-0.9273126767248654,-0.8661024233418301,-1.6556585475566858,-1.4641693507334452,0.09267842723285778,-1.5278392705611243,-0.5239001413967553,0.37671682432897513,-0.5159036606955605
GHXZTYHSJHQHIJ,-1.3329558914763358,-2.192405113099477,0.6941133645436811,-1.037308953208782,-0.9459471605628578,-2.4367393915865976,-3.1021291404106295,0.5182921338336428,-0.7721587088463138,-0.4033598287502896,0.4173640344098623,-0.41654256374301873
GIIZNNXWQWCKIB,-1.3516577559225367,-2.359339218594198,-1.1351090502030614,-1.3670882718499466,-0.5051701199038342,-2.040524850573718,-2.680666597329151,-0.25114529668523505,-1.4501536282844398,0.19317230637248098,-1.0417530760713571,-0.9090812665486344
GIJXKZJWITVLHI,-1.1796645505386751,-2.300565710895816,-1.4672756368405016,-1.0925377225635156,-0.40948234312597165,-1.8140257742267585,-3.198616657991857,-0.2663997022387601,-1.7096410632509378,-0.5657378164704279,-0.4988276113833754,-0.811363119671388
GJJFMKBJSRMPLA,-0.21712135968932111,-1.978936250067245,-1.7945074389495628,-1.1807208293817495,-1.0253001994930684,-2.720756733568941,-2.7993552876474377,-1.0080901262461877,-1.528263429668336,-0.7114696988112964,-1.3860061383579743,-0.9626928992789321
GJPICJJJRGTNOD,-1.1995119775384093,-2.2441143731067794,-0.42926999304606184,-1.4183294679290492,-1.0667497156143042,-2.4971573280418684,-2.283557874178215,-0.16482631394532063,-1.442301634741861,-0.5922408031743647,-1.231308563431383,-0.760498315969185
GJQPMPFPNINLKP,-1.4639257621412174,-2.37588381063951,-1.5406182781523812,-1.6178983058819978,-1.5521561307164884,-2.770782148419932,-3.1721346658271123,-0.5288993012103109,-1.2325516289004752,-0.6859676469127161,-1.8286876748676781,-1.2033014775934108
GJSURZIOUXUGAL,-1.7046115337134997,-2.4505653177419826,0.8851079966862935,-0.9998663694894481,-0.9930910463543392,-2.0455385675344964,-2.734901074675874,-0.3197210416429572,-1.7717095408516659,-0.2209247519570588,-1.5222412364815199,-1.1384134775611183
GKCBAIGFKIBETG,-1.1914904809410876,-2.097535217236031,-0.19073518852910787,-0.8151751591262044,-1.289417389951006,-2.1704911747187983,-2.3327962582819652,-0.30923620834254556,-0.5677961081570907,-0.4458161248311866,-1.0596880946541005,-0.5490760966321178
GKIRPKYJQBWNGO,-1.1516287175591802,-2.0241511534667898,-0.2612633390242888,-0.6606580591129899,-0.2548689159613123,-1.7645865382144776,-1.5872962418167855,0.8803775258060109,-0.3474628453215878,0.6737292210368238,1.554013500404027,-0.02811901906927114
GKNPSSNBBWDAGH,-0.6064770534260089,-0.19110527041198144,-1.5955001936037432,-0.9659631743338983,-0.09266000014941893,-1.9032411894593855,-2.4512160024458804,-0.6229378360671706,-2.075751101947507,-0.609169565474352,-1.1426006748464848,-0.8385440129525552
GKTWGGQPFAXNFI,-1.1635297716288446,-1.9882689911532774,-0.12914709349742248,-0.473253124064357,-1.3039504315804347,-2.0526092030847107,-2.748090407917119,0.1883709720764331,-1.4228810897470818,-0.4883298432218906,-0.7504251027540558,-0.7794565470783894
GLVAUDGFNGKCSF,-0.9936605574295856,-2.3896714832545713,0.039671297609680245,-0.6512070360431652,-1.076627625736638,-2.7010537213737207,-2.9033212272159847,-1.0139596637025463,-1.0634964774633207,-0.6727641711364389,-1.8962507547118916,-0.9104286258347015
GMHKMTDVRCWUDX,-0.6883769737533686,-2.2521452687942243,-1.8504010248370801,-1.6195688397003005,-1.5264740149862481,-2.8330448388102822,-2.8403923825198363,-1.3378318488445493,-1.981925217441958,-0.7529956979406169,-1.464159481383726,-0.9450617016508955
GMRQFYUYWCNGIN,-0.27257295164774886,-1.22886686857935,-2.3374731835868694,-1.2936308548898752,-0.4380683671078504,-0.956429910861996,-2.7119462610316036,0.04873411558315545,-1.534714422425318,-0.22669772431790072,0.8366039907660765,-0.8637577474984894
GMVPRGQOIOIIMI,-0.777075690454617,-2.0842636789149127,-3.857068833764531,-1.4489780451855088,-1.4747954323619303,-1.4491650765582726,-2.410050518699437,-0.5367143088748433,-1.7288982234623262,0.3764571024545104,-0.19572785552202449,-1.0946372876809756
GMZVRMREEHBGGF,-1.1761658051872694,-2.417660588578877,-3.9914901867123014,-1.921021102511177,-1.8617887426366582,-2.2313446970473074,-3.081015537689224,-1.9493851234534652,-1.930171381117268,-1.068654140716207,-4.087776682206047,-1.2495386157807808
GNUXVOXXWGNPIV,-1.0429539926838065,-2.1692352945251208,-1.0131081933304513,-0.8778307410070773,-0.9353197022105215,-2.4417709614151275,-2.5649377227278403,-0.0032185343869686927,-1.5329503232433515,-0.11046733824279635,-0.7475637143340959,-0.7671202301108042
GNXFOGHNGIVQEH,-1.3967042102230431,-2.440697612204855,-1.2897707188227432,-1.0222645003995379,-1.2469778911810014,-1.8464639802698561,-2.7502311094518137,-1.0812557980232136,-1.746050288525117,-0.6158148318900946,-2.0354389223426748,-1.081684015255063
GOEMGAFJFRBGGG,-1.223248808265764,-2.4239590013714922,-0.42516751894790494,-0.9884461904538815,-1.0327432510433736,-1.7995378639618773,-2.062890243007543,-0.6771459384198922,-1.211970900104008,-0.6556842364545058,-1.7445087489895879,-0.7622529863498408
GOTYRUGSSMKFNF,-0.9252900436605671,-2.332688211326448,-0.8524210051298047,-1.5302842811686859,-1.1295318767412472,-2.3205758530626333,-2.228281641359653,-1.3174128841254547,-1.3715725585969725,-0.7826295620895812,-1.6529094158014963,-0.3708658972969007
GPRBEKHLDVQUJE,-0.9593120218021794,-2.1348988003175386,-1.7952031911353061,-1.6363667501336394,-1.192888897792643,-2.1469556997165102,-2.406951066117374,0.03923630342678909,-0.6344052054081332,-0.6726443546700331,-2.410394915972668,-0.3112071600163753
GPXLMGHLHQJAGZ,-1.2528598132768942,-1.9354342053276923,-0.9766793333144579,-1.061958577480087,-0.13130831068378435,-2.189482585131502,-1.3095320402708885,0.20962456801853208,-1.7133779440312495,-0.6509320325257704,-0.8168154607291566,-0.40941831632100706
GQGRDYWMOPRROR,-1.2081924530668122,-2.062746801184637,-2.3643027408022808,-1.3160272775584676,-0.47493585933590504,-1.6452141705485945,-2.542006527925859,-0.39237153954948245,-1.7157433134313715,-0.5548761007444915,-0.32693797339480934,-0.8789668158229574
GSDSWSVVBLHKDQ,-1.1513255307595345,-1.3818646894843445,-1.2800461024862828,-0.6767473095585923,-0.9998591063305451,-1.21463231616979,-0.8073888623805208,0.21964251443455304,-1.4324283438039969,-0.6398021563137015,-1.121314941740363,-0.277809690531718
GSNHKUDZZFZSJB,-1.0863496741598937,-2.3293567375810706,-2.5160106882312188,-0.7766637460467617,-0.29209691849235253,-2.8812457933742928,-3.4478204416650327,-0.5786730904735579,-2.1770823218014486,-0.702903400521451,-0.5063821357013054,-1.0605505325646696
GSNOZLZNQMLSKJ,-1.4763582457319882,-2.377918431046436,0.13972959852137318,-0.14776599775012098,-1.3689954198821503,-2.8226110810347183,-2.2852732627327463,-1.166445809299322,-1.2736096019016219,-0.6613486542909888,-1.9849667930940422,-1.2376054366254379
GSVQIUGOUKJHRC,-1.2351087781556471,-2.4078290154859396,-1.102146093477587,-1.179557110122752,-1.1348174300657081,-1.6667903313364132,-2.6804592119579773,0.0686909217092629,-0.6507499839228749,-0.5802866326165304,-1.438444562612786,-0.8399024000708553
GSYQNAMOFFWAPF,-0.8684431023752872,-2.0497653565770673,-2.155621930226037,-1.3714021334149484,-0.9939074046516827,-2.491271070830841,-2.203310359543956,-0.7844787177627837,-1.628667077716023,-0.6663546697021414,-1.5790046346086177,-0.6393808526747189
GUCKKCMJTSNWCU,-1.0833792903653625,-2.323938608620301,-4.33511858618282,-1.944719052338104,-1.1490522841668702,-2.281861299567164,-2.991874921697856,-1.6330046132701186,-2.0516838394400434,-1.0145123157692977,-3.203490315799883,-0.9958866455447484
GUDVQJXODNJRIJ,-1.1920219033876354,-1.7120548736628638,-0.6361834818591541,-0.7678599261115424,-1.2377859536410605,-2.4034392052532647,-3.094676387187688,-0.08876207261182217,-1.7713513099479736,-0.5573810136535985,-1.2427906351163749,-0.295128714572818
GUGOEEXESWIERI,-1.1699099234059018,-2.1583858531512465,-1.565182837718487,-0.6652888607336425,-0.6266098811630216,-2.28414653840077,-3.369909946650881,-0.19178082753425618,-2.275938811111055,-0.5080531432687657,0.10419967228178537,-0.8577056009531211
GUHPRPJDBZHYCJ,-0.9447142943513273,-2.0166993066004713,-0.11888338039857255,-1.0717676229103625,-0.4634807460487587,-2.1770912741369104,-1.401725384460218,0.4605546186099708,-0.7776385150176645,-0.5752387692778977,-0.18884289161942136,-0.4686932532186495
GUJRSXAPGDDABA,-1.3927177848469658,-2.3371479378154447,-1.3194860840649758,-1.4262504612921976,-1.4876696571317254,-2.472810170806151,-2.064080217836175,-0.3973040047240915,-1.8209652952714255,-0.5966511204084686,-1.511496914931064,-0.7798072945605179
GVEAYVLWDAFXET,0.46344083291514726,-0.6768167426056767,-3.437229206791279,-1.3620076406417205,0.06365435879394063,-0.4896681185124074,-2.664399761823109,-0.3504064855795873,-1.8614935763112055,-0.6667004934644483,-0.7294060920879292,-1.230271419117648
GVJHHUAWPYXKBD,-1.371364856907768,-2.4250499494199156,-0.8892570158322786,-0.9837775443949305,-0.6640766146895232,-1.1377605883131874,-3.075626951762069,0.2732388825262712,-2.2601216282736702,-0.4147707934569343,1.1198900071589684,-0.927870313541609
GWOFUCIGLDBNKM,-1.2316158250141624,-1.9834173648495077,0.9168496165413051,-0.013875915718789641,-0.24953167715762392,-1.3604645875021835,-2.40211964137457,-0.08900854716491242,-1.2763839058407758,-0.563141590947486,-0.8423709897608791,-0.6468488751986807
GWUSZQUVEVMBPI,-0.8688852227712458,-2.2465366805791547,-0.5931518276895399,-0.9991531793506543,-1.4860942934459507,-2.1769809793445942,-2.85550478521578,0.17797708590397376,-1.3991254520216576,-0.5941394342803801,0.016169512892769116,-0.1766046906741515
GXDALQBWZGODGZ,-1.1301281287677054,-2.1349241782070836,0.35752566207158476,-0.5918395726500003,-0.9245480200973332,-2.1813821123581065,-2.228051818949114,0.6199690658094557,-0.6738655329445395,-0.5205063826873668,0.5274608480673377,-0.7008044247961501
GXFAIFRPOKBQRV,-1.1573583216088044,-2.155612788079599,-3.4023013129916335,-1.828558879832872,-1.206482306845242,-1.9597137112279626,-2.330612059045532,-0.96542800942617,-0.45902330307725736,-1.051701483573599,-3.290264746367327,-0.7259897026045778
GYDJEQRTZSCIOI,-1.3372180875891186,-2.3779078385924852,-3.8155678317093216,-1.7179474971685804,-1.7824758398025895,-2.2480636782232755,-2.679656417645634,-1.553460577875586,-2.1830548977135846,-0.773153656621251,-2.4954330322013454,-1.3829192182499008
GZHFODJQISUKAY,-1.3280154832602424,-2.0262384681132404,-0.9544448525628624,-0.27963832933162364,-0.8916823446698859,-1.7887884562448724,-1.7258261070758678,-0.37693781236670393,-1.5816869853451918,-0.5924604892171376,-0.4384110166189104,-0.8310399578282752
GZKLJWGUPQBVJQ,-1.2530194341613854,-1.8336015243941879,-0.8824856788028368,-0.785406661288639,-1.1866396350157649,-1.85406317020185,-2.3075855536154375,0.3243233960470742,-2.1068448717298747,-0.5891049512772871,-1.0420401072564824,-0.48971914823446355
GZSOSUNBTXMUFQ,-0.9980836214977353,-2.105691211305707,-1.402088035677818,-0.8435026597996609,-0.5079359481386383,-1.6883941513738556,-1.2074355279582736,-0.014842365460786067,0.004375996835083024,-0.5242563917771007,0.27486516263753963,-0.2563855673704877
GZUITABIAKMVPG,-0.9599328770602441,-1.3670541312487283,-0.13291019015437555,-1.087628417489283,0.11947535201091346,-0.9573316973007369,-0.33186957285179586,0.7155591854164141,-0.05038288481669144,0.06095400497561042,0.941064591154416,0.25830478982139327
HAPOVYFOVVWLRS,-0.7567192979316365,-2.410341491400409,-3.3155039223922382,-1.7595628990042345,-1.8253996729817885,-2.386194335527808,-2.824657331547942,-1.7736539345966962,-2.220876834715903,-0.9650288826181732,-2.4865025583543696,-1.0402277490077143
HBBVCKCCQCQCTJ,-1.2106121410239516,-2.2958408771088794,-0.8906707325725552,-1.1359963458935967,-0.5555382202226768,-0.7758621223665804,-1.5959159807942591,0.2287160976815902,-0.980091727926573,0.41131670007991483,-1.4894250341628699,-0.8241738771494808
HBNPJJILLOYFJU,-0.7938927108531222,-2.144497450665217,-0.6801597054779106,-0.378860249216895,-0.6958199891359373,-1.6417694042746573,-2.174829775628051,-0.44857391595436036,-1.906390763576179,-0.5944205906333436,-0.060677854792284575,-0.9970401120788965
HBOMLICNUCNMMY,-1.3836668345760996,-2.15981737631512,-1.845389606284027,-1.5618200104541944,-1.5107629600930883,-2.2167874116711697,-3.266591562621078,-1.096438059682737,-1.9878178491345966,-0.8186302110546133,-2.577373474676964,-1.0607708820749568
HBPDKDSFLXWOAE,-1.3871416179235694,-2.3973626809231323,-0.9384289912454238,-1.4759495507534885,-1.7571427795073415,-2.7476560437151405,-1.8621551045862164,-1.30920761208731,-1.5113660640560789,-0.6422411083757755,-1.7062630772882654,-1.2248913460080468
HBUBKKRHXORPQB,-0.7991277099178435,-2.0954464729440043,-0.28379796562481324,-0.7571762468766036,-0.8762712072310087,-2.1920096858720783,-2.1954284170445955,-1.3409205448484849,0.1298067415861821,-0.787470296636545,-2.033757858789179,-0.7116605856761758
HCFDWZZGGLSKEP,-1.0393185299420002,-1.876887883719521,-0.8184755456275917,0.04320527537915759,-1.0843781197765947,-2.298005965545867,-2.764441178303534,-0.9705834057771436,-1.7456100316127574,-0.5839998644597292,-1.021569149034456,-0.7392052094685305
HCIBTBXNLVOFER,-0.39733933276429606,-1.2464162647601251,-0.23432622015098983,-1.0493693728977482,0.95994367048814,-1.5646331858329496,-2.188427947059435,0.4245181000471985,-1.141603546912429,-0.3283737067136353,1.8939762140554066,0.19141138074785685
HCRKCZRJWPKOAR,-0.9851256366789007,-2.0325016981922945,-2.0180514922533583,-1.4955312098039228,-1.8228311814196694,-2.468951163875478,-2.243008952158174,-0.5118273298171374,-1.4825008291623918,-0.6212094832647337,-2.1414446980808783,-0.6310140169243046
HCYAFALTSJYZDH,-1.2798628852455678,-2.2654913114155035,0.5008780305644495,-0.9403548913899713,-0.9465794132634449,-2.6959008575270906,-3.5100883902973807,-0.006724978996270151,-1.5377536676576538,0.4510055621577549,0.32237199624817797,-0.5489276226638704
HCYFGRCYSCXKNQ,-1.26874464696874,-2.231613435186056,-1.5774092901797492,-0.8429593839164885,-1.6005270274707482,-1.8922054957602663,-2.2877491745335603,-1.558891700319637,-1.581188724064309,-0.9068395920503958,-3.3443464948876156,-1.385505173506586
HDACQVRGBOVJII,-1.065355643747926,-2.3249536440866154,-2.6690676136888905,-1.5437593701716825,-1.1968297908078813,-1.7247907841331518,-2.3517800858193487,-0.7611252382714844,-1.8890971195181963,-0.7443892394476663,-1.527936491622076,-0.8691825424716946
HDDNYFLPWFSBLN,-1.2679700475382214,-2.380484261375609,-1.6872831105743895,-1.3584438343761989,-0.4350384181609449,-1.7726118189261058,-3.0422074835987956,-0.49859804099239424,-1.6033237201459773,-0.6306069829821519,-1.2587262406834876,-0.9661856830328177
HDDSHPAODJUKPD,-0.7542554278295788,-1.9917502335209547,1.9547195032985034,-1.0995248453031887,-0.43828944661209895,-2.477936283425067,-1.7318046538589515,0.7574096648841752,-0.46184558487497585,-0.5003679732483292,-0.5316076342965406,-0.3891185705261436
HDOVUKNUBWVHOX,-1.2701058083249908,-2.1694454091967303,-1.1837430705639453,-1.361319368493345,-1.4701752674063524,-2.302256095578642,-1.980051915464664,-1.4866454498190933,-1.3085974378498386,-0.7978833709748564,-3.214535883311553,-1.2126696740419955
HDWIHXWEUNVBIY,-1.1693958017328345,-2.0096925992619523,-1.1587876635302836,-1.3954339716287094,-1.606200087463585,-2.4513106196936447,-1.575589397241023,-0.5626171340341366,-1.482325245882825,-0.6370273064645493,-1.1119718173283646,-0.6657175976762671
HEFNNWSXXWATRW,-1.387069756973314,-2.430137078251229,-1.3012701382063632,-1.2213937022882515,-1.0708343870514858,-2.097059506048539,-2.1399440430118766,-0.5331020791686979,-2.297617836411646,-0.5466839212519736,-0.838513487160199,-1.1249143993516026
HEMJJKBWTPKOJG,-1.3725412348609978,-2.3895934621565673,-0.7176024252960049,-1.1422610453972037,-1.0052767450757796,-1.3548059155222008,-2.1960648391464734,-0.026336374127157544,-1.8772069390930695,-0.5285713195791713,-0.6186382660114046,-0.955762603162168
HGBLNBBNRORJKI,-1.1256212382384407,-2.3963779628831636,-3.5725334078620654,-1.6310528229532815,-1.302826121866448,-2.3642153989205963,-1.8005048012134077,-1.0901747379930835,-2.1092353393509318,-0.8424344226985856,-2.636583337141867,-0.9437289929718735
HHJUWIANJFBDHT,-0.06646165221814697,-1.1535571716164852,-0.9794152668496522,-0.8547148247868286,-0.8188522063991461,-1.32215626254436,-1.5969826883121918,0.32023268932081517,-0.2807777469569753,-0.48767705474709555,-0.0278465561249857,0.016483471045000343
HIFJCPQKFCZDDL,-0.29277236245628724,-2.0125980819177243,-3.1526853048610985,-1.2377628524467872,-0.7208246756541544,-0.8843813311676918,-3.341891472196873,-0.5392786735232767,-2.075186199528853,-0.6538444866633091,-0.6796474215710592,-1.2234744358089773
HJLSLZFTEKNLFI,-1.386849516684509,-1.9632694171350336,-1.620594195122409,-0.9027096606657584,-1.6943448029822825,-1.4326158716114112,-2.0641580063871396,-1.5414619909833733,-1.8402335888875248,-0.8111135913411595,-2.2677432625347684,-1.370332643986349
HJMQDJPMQIHLPB,-1.2433209860911179,-2.2689998647638694,0.18743524745616896,-0.8944693869436968,-1.1157963596726659,-2.2860413194467566,-1.7980393172710736,-0.40611334134747695,-0.3744042099060637,-0.6019506105716935,-1.275442569710355,-0.6376400651632119
HJORMJIFDVBMOB,-1.083333208357221,-2.229900257868067,-1.6670302408678914,-1.4873766564438524,-1.0652527474752655,-2.4174010469438083,-2.696753377411224,-0.6441082093324583,-1.375454285141233,-0.5971320174571283,-1.239789734651072,-0.39739515933969977
HKXBNHCUPKIYDM,-0.1810008323326851,-1.1728003066757402,-1.9780530666492298,-1.2435813817550148,-0.4031190591041792,-0.8265582534880305,-2.488042605112991,0.5415905595681818,-1.0377870756111394,0.5439682872202007,1.1194178056645896,-0.5498528354705066
HLFSDGLLUJUHTE,-1.5123864189226883,-2.2849208398191645,-0.7238872564906018,-0.9513702585628829,-0.9940808152072345,-2.635291164209355,-2.8318597488082315,-0.639633035150421,-1.3384037882662074,-0.5436433302129442,-1.6292351009254962,-0.8664165529037686
HLVVITIHAZBPKB,-1.101354972368762,-2.1243140493321535,0.843579183930328,-0.8139656081105765,0.45813771597892805,-1.7811701531398807,-1.7722275009954267,-0.12871632582153145,-1.2892638467595634,0.18827108838072096,-0.18772238367368857,-0.3118063872361962
HNJJXZKZRAWDPF,-1.1906612102938325,-2.3584632972718236,0.09182808414332548,-0.4891204797423929,-1.4151889873596935,-2.900962219230215,-2.0512913408072158,-0.5823979896159125,-0.7572306819193243,-0.478649996095152,-1.0414678140811773,-0.801591726636964
HOGVTUZUJGHKPL,-0.4106905732730198,-1.4499421677592916,-0.20049582691150925,-0.9764510318075266,-0.5016410071057752,-2.372006756214782,-2.6249792531061638,-0.1399426423082261,-0.20689544823146053,-0.5541322581015174,-0.7003978907771532,1.0802941081838764
HOMGKSMUEGBAAB,-1.501387034216635,-2.3684594726899024,-2.162956224355688,-1.5027927933773053,-1.8687576540033426,-2.712794175413019,-2.201267261491852,-0.4577665943312511,-1.369624468398299,-0.38989162523447096,-2.4116663704360546,-0.8993524195639102
HPHUVLMMVZITSG,-1.1317123121949715,-2.364667732650704,-4.093459096435813,-1.7802252043426723,-1.7579808827264127,-2.133998237235007,-2.4985769733129346,-1.8585574805044869,-2.2264912130474657,-1.0286272266533276,-2.7888002499940274,-1.1878308162308386
HPJKCIUCZWXJDR,-1.431301950936496,-2.3420930929842116,0.7869479807605025,0.5441607915611748,-0.7746115177624072,-2.4811432101980686,-2.6950404482462456,-0.14084236767711356,-1.6221303647319354,-0.5618529604851048,-0.4468400704682953,-0.5341523481800241
HPMRFMKYPGXPEP,-1.6707987578335015,-2.3983092077655455,-0.5602521822656764,-1.0542471380302887,-1.258909995341863,-2.689665082851235,-3.4260626295505245,-1.1047546511634452,-1.0963495825316532,-0.7478817949222638,-2.4859213379242195,-0.96553982822208
HPNSFSBZBAHARI,-0.962064750478461,-1.7564275474644173,-1.8654259555415718,-0.7957923622195409,-1.0272780211807104,0.17249336214022992,-2.7958035308134113,0.14357964647312751,-1.0084036737586277,-0.5272973039481959,-0.7612561281870945,-0.28164617085734794
HQFWVSGBVLEQGA,-1.4182891347513022,-2.4126029146917096,-0.7047243349042982,-0.38429120563514163,-1.1066466761610438,-1.724309539689156,-2.5662028204472307,-0.42100747481216877,-1.168666490694942,-0.5606072406071305,-1.4400534541320913,-1.1653503408222965
