task,cell,repeat_id,outer_seed_requested,outer_split_seed,outer_split_signature,n_compounds,n_positive,n_negative
SR-HSE,HA1E,18,20042,20042,6fc19130fc80b7650357a50e7f511b4838a4d500434f3d2c746a7880e145fe27,697,43,654
SR-HSE,HA1E,19,21042,21042,4f175cbc5e8c9a9ce095180b34c998382a2289c2c39cc0303bf98cfd84751493,697,43,654
SR-MMP,HA1E,0,2042,2042,d5fd0a20c6df5a3df8512c6517fb768e39944801d4c3d6c048a0175411b8a2dc,613,111,502
SR-MMP,HA1E,1,3042,3042,1ae103e2be6980fe2f9d0bec53aa790143181786cdfbda47e79d0007af75b75d,613,111,502
SR-MMP,HA1E,2,4042,4042,de6d92e765d48876b0d990bdc0af5a03d2ad8ad355368e5e3b37aadba4a87104,613,111,502
SR-MMP,HA1E,3,5042,5042,359de0824d9cd8b51a0c3c91e1ce1b45ce1ee19fe94ed25342f6dfc27361b2dd,613,111,502
SR-MMP,HA1E,4,6042,6042,787d6664d283d20b8eaf06fe8b54a812ed809d606d7d9e650c50639af9ca9a60,613,111,502
SR-MMP,HA1E,5,7042,7042,1b57664935d68105fbad9d7f935e2117aaa533aac0672d3fce81823a6a93eaca,613,111,502
SR-MMP,HA1E,6,8042,8042,dbfe05a3d00da9ff6151ace97ab9b273c6b4d0e7f7394eaeca91b09c92d93850,613,111,502
SR-MMP,HA1E,7,9042,9042,81eee1d531610bdcb4d05758ff6cb108f67dc166d418cb291231b0ef666de9ba,613,111,502
SR-MMP,HA1E,8,10042,10042,0ec727d7b3f924c73a386a38a89f7a64745e2cac7fafb1dfbe62d194c33e365b,613,111,502
SR-MMP,HA1E,9,11042,11042,1a1adfd1cd21145535680a14e33441e5db1f238db56affb2fec793c02642c2ff,613,111,502
SR-MMP,HA1E,10,12042,12042,d203f25b7a1481070c61179488d8450e81cf8f0e5af9609f4db63b538c32c1a2,613,111,502
SR-MMP,HA1E,11,13042,13042,a23b8160723264245a27075188752437a90120af1d631674c60ddcf2dbecd5cf,613,111,502
SR-MMP,HA1E,12,14042,14042,4e92502ba89265d8cb6605b9b7d238fb45e432b131584e30b2ab99ab914267c3,613,111,502
SR-MMP,HA1E,13,15042,15042,2926d03d6bb26cf357c363b16ef98142fc6a044327fad4bf9787ad9e35108371,613,111,502
SR-MMP,HA1E,14,16042,16042,6c8ffbb516593287eb5b00259782a6de1999ae91821cfc00b5055a28931c2d3b,613,111,502
SR-MMP,HA1E,15,17042,17042,ca1febc4c0903d8c62ccac89258e060a013b5e9c71445b048524a9a20723056d,613,111,502
SR-MMP,HA1E,16,18042,18042,64a3b2f3d62dbf8921106fce5db0302b471a55d66ad900ab1f744466a22dd258,613,111,502
SR-MMP,HA1E,17,19042,19042,93f8bee9fe7c3aff06d7e7c7b53afd0979e5dd9bd53598951c6cb12254b30dc2,613,111,502
SR-MMP,HA1E,18,20042,20042,1b13694ccadc2c78357afdb256db84d7192df1af954c4a0a6b04183141f502a1,613,111,502
SR-MMP,HA1E,19,21042,21042,faf1ea031a60982c253553b589cf936203a6c0805596608770416d0b10af19c5,613,111,502
SR-p53,HA1E,0,2042,2042,9cd44808c57436cb96715840a5614c8dbfa01085d5fa806af91ddbaaa62faa2c,757,76,681
SR-p53,HA1E,1,3042,3042,0666a35ccc95f48ef57e0071378fafc23ce3c6637c3c9540afaa3f882cfe6e75,757,76,681
SR-p53,HA1E,2,4042,4042,14aff0f8ac0dce42c8f873ac975ef45f1e2f3aad1a7f1823024767f83a993e0f,757,76,681
SR-p53,HA1E,3,5042,5042,428ddca8156dbe77285592aef9e11e5fe3dc3e4ac81eaf81c1217aab7b9167ac,757,76,681
SR-p53,HA1E,4,6042,6042,ebc6ffbdf4fc51e9e7ccfd94801ef12683d9a2eefde0c625e2efb5c549592506,757,76,681
SR-p53,HA1E,5,7042,7042,040864076b68b8f041eb79ad296a11a89701d6162175eae9547baa1196b3680b,757,76,681
SR-p53,HA1E,6,8042,8042,4bb8a56241be0750b3965ed7aa1425f25844c00647db3c64567d4f769a68ac7c,757,76,681
SR-p53,HA1E,7,9042,9042,1c5d661f409665038cfc3ff252455bf945f45f9a97272d8a7dc3143d11e45bcf,757,76,681
SR-p53,HA1E,8,10042,10042,d5089b1edf328ed1b863b90b45e71e07ce111c27dd50f51d7ea05c593259cd80,757,76,681
SR-p53,HA1E,9,11042,11042,f4c79df916828089fae58513ec666112e271bb97fe8ae6868ab278183f78452c,757,76,681
SR-p53,HA1E,10,12042,12042,aba088b3c6e61dfa2019abcb7e65f08301df77d1bd59c0c67d50930fc794fdb5,757,76,681
SR-p53,HA1E,11,13042,13042,0cc2d6b1d055deca79e9bd927ce2b59f3279b5af28d418051c94cd81cbf4357c,757,76,681
SR-p53,HA1E,12,14042,14042,07b9e21bfd17f4120fc8ed7aaa6b9e559ce74cdd73580b7ac54fc21097269d80,757,76,681
SR-p53,HA1E,13,15042,15042,02847f71848a19708603833c1f19023f8199c151ab046bf8e61df818e0620f0c,757,76,681
SR-p53,HA1E,14,16042,16042,b973e64903b356b6de468ca64aa9458106ffc116e8429a55bce54de154e82faf,757,76,681
SR-p53,HA1E,15,17042,17042,1f56aebe00c9f96d350deb8df6255a91fd1624fbbd7e401947793f7b71c67370,757,76,681
SR-p53,HA1E,16,18042,18042,703409da0fe48fb562a8a6a816465b3cfb09e333e4a242b638d71acace5738a0,757,76,681
SR-p53,HA1E,17,19042,19042,5ee961fb68e905119873cbd8a21314fe230b3b110285fa93d521280a95a8d04e,757,76,681
SR-p53,HA1E,18,20042,20042,cbc007330673db7ef06027a2d8b67fe96d4b3f610086c64d9e1986ea29fd0313,757,76,681
SR-p53,HA1E,19,21042,21042,2c866ab01a67a8769fe1ccba77b7987e23c3c4f66af6b56017a1d48152f19d12,757,76,681
NR-AR,HT29,0,2042,2042,2bdc45f77d4decf4b316eaa0587f11eb06b2546722a66322b169945e3d0d01a6,585,44,541
NR-AR,HT29,1,3042,3042,d2d04637ac36e0b52013acbf9afca1fe76b09508dbecd9dad8ef7f29bafd78d7,585,44,541
NR-AR,HT29,2,4042,4042,b113bd88099996cdb002ef43ed20fdabeae95a224a95bfd64bc37711b92313de,585,44,541
NR-AR,HT29,3,5042,5042,a42a79c64a26d5fc849b2ca51e8288aa177529f74dc00c976d72f667d2ddac46,585,44,541
NR-AR,HT29,4,6042,6042,68bfb680f82b4ebb6353b4da8ecfc3e278b29194eadd892c6dd7603c95c281c3,585,44,541
NR-AR,HT29,5,7042,7042,af009fa2cc06b53fb981ffff4794e74f4b277afe28139df7555ff2cab2b75f2c,585,44,541
NR-AR,HT29,6,8042,8042,c3da764ccd0a982f125f83f3db63d5a3d8c977bb3a2dd43f887cb9d4c731cd59,585,44,541
NR-AR,HT29,7,9042,9042,13214f365c1aacf95441e4346a7dd343cb0c72d1ee057566644ffef6c46bd43e,585,44,541
NR-AR,HT29,8,10042,10042,e78c6a787b86d4321ff064ab5654c5d3fca8f3580d02566f9e6619b4d094148f,585,44,541
NR-AR,HT29,9,11042,11042,1dafa0687fe526b1b87fdac24eb37eb0fac5844ac6305c1ed2c2f16efa4b653c,585,44,541
NR-AR,HT29,10,12042,12042,cd9fdcc4e299ee4a7b6ca2f43d035114a3b66f1b4b51952441344fc4da1005f7,585,44,541
NR-AR,HT29,11,13042,13042,6732c50ed6d5b78dd03d1c8db6522fe6829ab78bd2d04ad42c02582ed326b7a0,585,44,541
NR-AR,HT29,12,14042,14042,bec163198648eb44bfe6c573dabbeaf5c599ddc1b962b8e047d379ff6fde3c97,585,44,541
NR-AR,HT29,13,15042,15042,ea942b7ab8b96131e8df999288fd9bcd943d10770a617c2a015b6b4768dce5bb,585,44,541
NR-AR,HT29,14,16042,16042,dd81f39a9642c5f0402bacb691838ddf6b4539d996dee83eac585e65a867037d,585,44,541
NR-AR,HT29,15,17042,17042,e1ab32e18e9e60d162ba88f4203fbbc07d738347fcaa4ef89e1fa81479ff09b3,585,44,541
NR-AR,HT29,16,18042,18042,35815c5f93b00ff81f8dc8b08c7f71a43fe3d77fcfb20c91134aa8bb4b5cd046,585,44,541
NR-AR,HT29,17,19042,19042,ae69bc6d7053ac23fe62bfa5663b52b222aad366f31367ad193ab6820ee657c1,585,44,541
NR-AR,HT29,18,20042,20042,210ff6f826e1a6fc17e1822461a8fc99174a7d21f29d9d651361029e19420c96,585,44,541
NR-AR,HT29,19,21042,21042,7c7eb1a6ff032c804744eeddf2998abb1dd9b2a53c4d5b0aae2e53f23fc97b8d,585,44,541
NR-AR-LBD,HT29,0,2042,2042,efe1fe65bc4a043c1677716b7630b9ad5b3b1f499455904fb16b0cc86fef3628,523,19,504
NR-AR-LBD,HT29,1,3042,3043,005a05fd981febde90e9148133194b38b51422ef317a535833a913cb2525bfec,523,19,504
NR-AR-LBD,HT29,2,4042,4043,00b7d417756f3301975c523ee8b58ca20ca1b6c6aab1d8ecc8f4d34c5f389633,523,19,504
NR-AR-LBD,HT29,3,5042,5042,bdc0fb3dc9b180b09c4002be466395945cc8638f5cc87a897e50803ef31f6ac4,523,19,504
NR-AR-LBD,HT29,4,6042,6042,0ba99c53f12571b15d756ee34e5393695a9f4f0e7e615029dc55962247bff222,523,19,504
NR-AR-LBD,HT29,5,7042,7042,d7aea76a8a0e64599721ea8d1f22f86b6dbb86f169f1dd264e9643905814963f,523,19,504
NR-AR-LBD,HT29,6,8042,8043,ecffe89e2875fd6694211c56c90f0cabc8aac314ace7e34ce9dbd1c5d652bc27,523,19,504
NR-AR-LBD,HT29,7,9042,9042,d2a06de4c2e185a6efd8278b51ba8b9884ec6af6204d0058a8dcaaed234630ec,523,19,504
NR-AR-LBD,HT29,8,10042,10043,aaaa3e1110739ec4aea4eba2dad01592532d0800c7c5b147ea401062d041f6f7,523,19,504
NR-AR-LBD,HT29,9,11042,11043,2433cc3a048808e2c0081c9205c6624ad4ff8963e5f16cc06a2fbb057660b06f,523,19,504
NR-AR-LBD,HT29,10,12042,12042,678a48b7ba1121316cfa841ac464484e423457a114b18b1b5e4be8c5362dfb0c,523,19,504
NR-AR-LBD,HT29,11,13042,13042,19df9c935ea401c98034844d52b68f39051c615b4af4f4e752cd9010332aa2a7,523,19,504
NR-AR-LBD,HT29,12,14042,14043,b7b880a484007b5ede71ae1fbcc8dc5baed99dbb3678bf193d47efa164b576b0,523,19,504
NR-AR-LBD,HT29,13,15042,15044,4ad80f23b5b49ffbd69d225964c6368b30af8434766618e1d6fe055e3d95ca9b,523,19,504
NR-AR-LBD,HT29,14,16042,16042,5bcbf487c0c16f6e1b5f852fb9b4e593df70fa19083e09e0129618adc5f18f2f,523,19,504
NR-AR-LBD,HT29,15,17042,17042,3c7e2c5b29e3be96ac5e548da485ff2cd6e9128e317b1da83c05b997619c927d,523,19,504
NR-AR-LBD,HT29,16,18042,18042,49c2526de8382119f3fb7623374f8834ff41826f0e1e8a55a0da3f86f086afc8,523,19,504
NR-AR-LBD,HT29,17,19042,19042,42479b9222c14bca0848911133dcdb71e239a1ea958e93df34163f99533ede48,523,19,504
NR-AR-LBD,HT29,18,20042,20042,4bff3068200f534398df28bb37fcdee9affda216c012e35853172ff30d98cb18,523,19,504
NR-AR-LBD,HT29,19,21042,21042,30c6cc733f2687129ae562bf6a2626c333a90a2f84a48a8b735ae6672bf08e34,523,19,504
NR-AhR,HT29,0,2042,2042,6cf9bd2c53007e48fbd9db156d4294603bce932cb347c19ed3a8ef44491d3b6e,516,63,453
NR-AhR,HT29,1,3042,3042,c7ee4dfa63a6dfd1ea0f89ffe62e6cc4603698c69d4c54fe69c53d75f0a59760,516,63,453
NR-AhR,HT29,2,4042,4042,9f34bc634634404b08180ec4c19e1a62721499375d7bdd3d60d819cbd9abf25f,516,63,453
NR-AhR,HT29,3,5042,5042,82e9072ad5594af5d4626b4dedb99b74e456651f2fa20e59888a0c97b361b317,516,63,453
NR-AhR,HT29,4,6042,6042,085797d93516fde9a7fc940ea5f798466204905eca519ebd52e34be31c95d62d,516,63,453
NR-AhR,HT29,5,7042,7042,0e00b9ae02fed4f68b836b5c49a866cf2e7a4449f3fd60a407f5c2c9dfdd8953,516,63,453
NR-AhR,HT29,6,8042,8042,5ee745240944e98df61cfd199a2092d760806926694a121503bd48a2a8fa66d7,516,63,453
NR-AhR,HT29,7,9042,9042,0373a7490c48d0d546f45bcc354174e40723a9b3240f4bde5ee302d0d6553ff6,516,63,453
NR-AhR,HT29,8,10042,10042,89bc9fef8b9b95f56a14b3477898a9adf62aaab4f55eec44f253187d2beb337a,516,63,453
NR-AhR,HT29,9,11042,11042,b479e3420c3af462d43b8923d261a0228d53da135309bc720b6a56810a3ccae7,516,63,453
NR-AhR,HT29,10,12042,12042,4d3b717c629791c665ad55a8c8eaffa5542fb8664e07234b4fdc729c39372586,516,63,453
NR-AhR,HT29,11,13042,13042,c3f021680d8acd6df2ffe74483514311f8016cabb470160a74c9154141d4fa77,516,63,453
NR-AhR,HT29,12,14042,14042,22a6b4cbef7208ffe266ec7786b9b2798d509e6df4bd0a5f37b08ee45c6eabfb,516,63,453
NR-AhR,HT29,13,15042,15042,a4579dd49ca17df9f982ba2cb84a77e74576632e388353b00e0f0ecef868b783,516,63,453
NR-AhR,HT29,14,16042,16042,a4536298186c9961c65007c6c98589cee9b8d3c6028554dbe64947aae8227be5,516,63,453
NR-AhR,HT29,15,17042,17042,f28d6bc0644097025d4a732751a7ddb0dae671b1b9d492ecaf2774c3f0852e16,516,63,453
NR-AhR,HT29,16,18042,18042,35cbc4ab8030d86f3c34628d843fc38590dd1c721f535c53b4de3e3bf9d80927,516,63,453
NR-AhR,HT29,17,19042,19042,6c5e1191b2f2589b6b1cfb2d91cd6b884b9af88c56cfb5714f938493166deb21,516,63,453
NR-AhR,HT29,18,20042,20042,15ab809e05bbb1838967c3ece505eccc6939dc002dd49105722cce015967f9e6,516,63,453
NR-AhR,HT29,19,21042,21042,344d0cb2fb284bc1455f879e2cc63ca49d2c5d16caed343ba37981bbf87671c3,516,63,453
NR-Aromatase,HT29,0,2042,2042,72505380440c79b972dfc942f1acb741652fa0c4fc620fca9df3c2516454efb6,475,45,430
NR-Aromatase,HT29,1,3042,3042,15dac8ba107bb2724913676ee1e475c32da302ae89ae7b0c7ef3e2806c3f79b1,475,45,430
NR-Aromatase,HT29,2,4042,4042,6e724486d57580cfb15826fa01f94ba4847a9543bb9c61b5f9781d7f01d74647,475,45,430
NR-Aromatase,HT29,3,5042,5042,24c2758430feea407ef8cc8596f0701a052fb092b633ed8651c3722271af863e,475,45,430
NR-Aromatase,HT29,4,6042,6042,48d048907340c82882a610bf0fc8a9dd7145d40ee0587385e12f5de71a519fff,475,45,430
NR-Aromatase,HT29,5,7042,7042,1f9634a89a7c1d2294a452afd15c04b95c1c7c51b9dd026bf1ed280357d25b75,475,45,430
NR-Aromatase,HT29,6,8042,8042,dad0ec2db23d1ec96105ad6291e4c80c99e1e8518c76e1b7f5edc06cb1508de9,475,45,430
NR-Aromatase,HT29,7,9042,9042,c8e86c600d35d8b5852e4c482b1aa56ca7d6452b9292f2062cc3cb3f63541bc2,475,45,430
NR-Aromatase,HT29,8,10042,10042,871832379620716256ec98c8e65d48fef7aec943cce9da7b68e72e92c9d44af3,475,45,430
NR-Aromatase,HT29,9,11042,11042,c20716c5a1805bbb924b367a2d25b8b446072e65412a5826233859f7824b2610,475,45,430
NR-Aromatase,HT29,10,12042,12043,6640d5b42cb03ca41dd1c77101a0aa45bb301855e1e8e7902c391e3eba8f341a,475,45,430
NR-Aromatase,HT29,11,13042,13042,adfa5ea0b2cf1925cec29df14a939a3a52336a5f5385be85c927e977461cfadb,475,45,430
NR-Aromatase,HT29,12,14042,14042,c0abee0a8e519e9f3bfea4275408f9f1d7eac3ae619d1bb55bb8c5d2deaa0f19,475,45,430
NR-Aromatase,HT29,13,15042,15042,81ffd5e6322768c0615eba8f3440bce15d1c2a046e3e93001ef77bf5c805699c,475,45,430
NR-Aromatase,HT29,14,16042,16042,14bda4b6c40d9d621b659bb7594f1a1c6f43aa571513c17ff02196ba36bdf456,475,45,430
NR-Aromatase,HT29,15,17042,17042,4fe492f2bb40b74ee3f2f3fe1ed44d988cd05f5af1b0ea29ea356324fd396483,475,45,430
NR-Aromatase,HT29,16,18042,18042,7c9264e67b8ce290031f1efc9b7a39fef64e39fb30d903af467c5c5004d0224a,475,45,430
NR-Aromatase,HT29,17,19042,19042,5b3698b45905537122ea51caf5951cd4761b2a08da6dba6f151da28ad89306bb,475,45,430
NR-Aromatase,HT29,18,20042,20042,1077c03b11146fdbb5ca90ca22ae2c874a4928e8cb055479ddf9c529bdd6d926,475,45,430
NR-Aromatase,HT29,19,21042,21042,be948859955047dc19b24d64b425788488c63c8ad098d5bdf0317510fc99f1db,475,45,430
NR-ER,HT29,0,2042,2042,52b69f84e1f3507d67f0e7bfe9690cafc30c43aca6a5c6a1b48f0aff06f6a7d4,487,76,411
NR-ER,HT29,1,3042,3042,7fd564e93104f2ffeef00be8a314c52c9fd0286328268ca009c120698c7771b3,487,76,411
NR-ER,HT29,2,4042,4042,effa38c394902cb2e97c63b81868ff2597f08372f21b53d7bd21c37fd2fb98de,487,76,411
NR-ER,HT29,3,5042,5042,7aae79ec3eee1e0582efcd74413cade9867c0b0b52f0410ea359bd757a2edb64,487,76,411
NR-ER,HT29,4,6042,6042,e1fff0edf74635228843a597f3f19ae55b377555d10fd24a264589756d054d6b,487,76,411
NR-ER,HT29,5,7042,7042,892a13d0438308c2383b8eed404996bae7b4213b486e28b64947757d9404afce,487,76,411
NR-ER,HT29,6,8042,8042,99312f661809782c35f881a89dcba765cf82015cef1eb08011873cfce2ca5010,487,76,411
NR-ER,HT29,7,9042,9042,b9d102c0ef99b05f18ad24e51c937e6b1a9a957af07b871df43eed4a59a67cc0,487,76,411
NR-ER,HT29,8,10042,10042,4c3898afb3fcec043e674eba3582affcd96c2fa618705c2ff60de1ed91c01362,487,76,411
NR-ER,HT29,9,11042,11042,0a1ff93192169210bccd6fa786ce05f23e9874a95a9c32109b7fde5d15015532,487,76,411
NR-ER,HT29,10,12042,12042,bbba2f45180864a973bc9913b9d15f4a68c5f8cc8a2c2bbde4cc3ed34034f03b,487,76,411
NR-ER,HT29,11,13042,13042,1dbc189dba890b1943d4fa51970def204f6263122dfb9e55a1569d97fdbafd3a,487,76,411
NR-ER,HT29,12,14042,14042,5c81d1ea39a0f18414c42f4481763b716a922b767dbdb12932532b8ef7ee0ac4,487,76,411
NR-ER,HT29,13,15042,15042,76bc39bbefcf43b26b30bddd4d6528a4fe35500b30e5e82ab723cd41ce66f5e6,487,76,411
NR-ER,HT29,14,16042,16042,08050c06c05c1c0f8cddbbcc46a351e5ad433dcf0a3d7984ee64418af0d6c080,487,76,411
NR-ER,HT29,15,17042,17042,8e4d3880edbca7cf3310521b3f82c17a76b11bc68da3eeaf3626bbe6e184798b,487,76,411
NR-ER,HT29,16,18042,18042,2bbee427d1d04af8cb5f995b1624f7ec736bcf2af0d2b9a7f60231ea2bde132a,487,76,411
NR-ER,HT29,17,19042,19042,aac70903a92879e9c29c8cbc158c20e5ab975ceac013462565860981fdde21f2,487,76,411
NR-ER,HT29,18,20042,20042,eab6d371da0d6ee49ebc4795900956d2a82dbc3d293fd2424b53cb8d669092ea,487,76,411
NR-ER,HT29,19,21042,21042,3ca3cdd60cb9ffe2ffa24289403686896924628f83fe4270d314479d63037428,487,76,411
NR-ER-LBD,HT29,0,2042,2042,023ce48d05ba3d38081fa02ccd258ce41ca05404a3ee8b503767a989aed73ec1,547,25,522
NR-ER-LBD,HT29,1,3042,3043,dc6672d845574a9b66698efe42f0e0c9d1b95e1e9f2f721046c8fcf54fd971b3,547,25,522
NR-ER-LBD,HT29,2,4042,4042,3c531d57d265b532d71aa72a29a02f2146060797e8768e19dad21bde3776232a,547,25,522
NR-ER-LBD,HT29,3,5042,5043,d68b3525ebe3f66ed72aeb61b2fb42fd20d4eff2be5e58b5bcb5b01e0ac72559,547,25,522
NR-ER-LBD,HT29,4,6042,6043,f78af3d70573cbde66c3077cb446d24334cdafb686158ff6eed6037d4f8df86b,547,25,522
NR-ER-LBD,HT29,5,7042,7046,3561d6f2a6c272068d6b639c44dd7945bd5fccabd5e3a3c2a367f1aa61bad4e0,547,25,522
NR-ER-LBD,HT29,6,8042,8043,794167e320c100d7c61a6ed4c57c9083302b61a0c40aa6605ac689ba0ebd5002,547,25,522
NR-ER-LBD,HT29,7,9042,9042,400ef298289e20c00e5622845927f74fc5f8f03ac866adf01de7196b1ac20889,547,25,522
NR-ER-LBD,HT29,8,10042,10044,492bc4818c7beaf0c8fcf718109678727421690aaf739cb34853f2af66f4f513,547,25,522
NR-ER-LBD,HT29,9,11042,11042,937a33f733d2f06a0892e660e2eadf75e271a69d634e9d003b5c58ba2855781a,547,25,522
NR-ER-LBD,HT29,10,12042,12043,79146a5baf5f648d469a2813fc719d30b7ac401c9e083d5af505b3cb3e78df05,547,25,522
NR-ER-LBD,HT29,11,13042,13042,d86efc418589b5c942deaaf9787c8b37e06e09407f65444086486c97bf509d9e,547,25,522
NR-ER-LBD,HT29,12,14042,14042,e8f3ba5f66b3dfec2c90cc183b86bc6e549cf0d16c4b534a3a629235dbb56dfe,547,25,522
NR-ER-LBD,HT29,13,15042,15044,174a25c488f87afbb6f9fb4c5a347ae0d0c79947dd7839f1a4cc0f19acb27081,547,25,522
NR-ER-LBD,HT29,14,16042,16042,7cab8da36ba55458700554482ebb4a36960da21696baf731ebd6b132e3593969,547,25,522
NR-ER-LBD,HT29,15,17042,17042,021f56cf6a679fca5aff4fffce7a336e37cdad021ac53362fd122c0660b7f0fa,547,25,522
NR-ER-LBD,HT29,16,18042,18043,d13818cac03ebc9580a9e442b4c010421c10075b537db7059326ee2a35a937e4,547,25,522
NR-ER-LBD,HT29,17,19042,19042,0e10f596e50a844a05e1913455ae5456de2f880bfbbcf60341c8745992ce494d,547,25,522
NR-ER-LBD,HT29,18,20042,20042,441476ac69212a97ff45404dcf166911d4c2a24c74680d7bbf8784b67f9243e0,547,25,522
NR-ER-LBD,HT29,19,21042,21043,7d952ed127bff1db579c218204016c49ddf7ad502123147bd1af5f7a89e56e66,547,25,522
NR-PPAR-gamma,HT29,0,2042,2043,4ed46a0598a066c47c636127d50d43812c566b943fd7eaba504c4e8c7b980375,483,17,466
NR-PPAR-gamma,HT29,1,3042,3042,a822a056bea2c5caf5063b598349904808b3b7aa9a7942c78c8a741eed694f16,483,17,466
NR-PPAR-gamma,HT29,2,4042,4042,5f4038fda760c8bd46ccf653083e0e553449757092137854d7273f91d3a7b187,483,17,466
NR-PPAR-gamma,HT29,3,5042,5046,710abda490c6e6f6371d4ba07240c665191916da58aaee72f63fd284393a64b7,483,17,466
NR-PPAR-gamma,HT29,4,6042,6045,724297870165e55b0c1a0c88005fd0fe300c8832e158d279231a7a6d6327c84c,483,17,466
NR-PPAR-gamma,HT29,5,7042,7043,314ec4398a8cf576174da563b17690aa0fc8c5664c0142f822df93b40fe2df6e,483,17,466
NR-PPAR-gamma,HT29,6,8042,8043,b88d61aa151e7212cee38dbe7dac5a82bc136730e796738bee1faa6749b8449c,483,17,466
NR-PPAR-gamma,HT29,7,9042,9044,7e34e4cab95cfcf57bdced6279a158e6f501f18f687b46feddf5f64c31c6e9c1,483,17,466
NR-PPAR-gamma,HT29,8,10042,10043,5cb725c8c2a5b7fe6010cb3327433a1c6f4ec73a3f2b30d0e6bf807d52bb603c,483,17,466
NR-PPAR-gamma,HT29,9,11042,11042,eef90a0662e6d448c1633cd9e00b73d90a677dad52357bd3147da884047e53de,483,17,466
NR-PPAR-gamma,HT29,10,12042,12042,1a73bf9d5e32508580e6e494aedd2ae9701b4e7c57777f739928af599da43927,483,17,466
NR-PPAR-gamma,HT29,11,13042,13044,64506153588cf53a60f18c50e2aa7ce44468c80affdae69c8888708cfdea5e14,483,17,466
NR-PPAR-gamma,HT29,12,14042,14042,ad23224ad10e9bf16d05c231a33409610877c2a76d69f20682999f10cf840f86,483,17,466
NR-PPAR-gamma,HT29,13,15042,15044,219dfe39a4a83e635251e30e96a2a042b32979f22a077f5b4a6ab7ad89cd3023,483,17,466
NR-PPAR-gamma,HT29,14,16042,16042,be5bb4492ea8805056e480988d17f000478665fbb637e8988e15b9faf867e764,483,17,466
NR-PPAR-gamma,HT29,15,17042,17045,ca87f38391c215370ea0152f272356c329a84be01aaba281bb1d9a7fef0c3965,483,17,466
NR-PPAR-gamma,HT29,16,18042,18042,d2a3bdd80df4936a1ccc1d151a8f5270e9bf31b6dd522cc48461096dc80f96b2,483,17,466
NR-PPAR-gamma,HT29,17,19042,19044,45524abd6e614b34bfe1f17201c8dce54abdd6a2c1d681eaebbf190ef998e07b,483,17,466
NR-PPAR-gamma,HT29,18,20042,20047,838f45bab5fa86ff186fbd13eb71bf18fa7e4d0e59639554b4653c5523cb99e5,483,17,466
NR-PPAR-gamma,HT29,19,21042,21049,ccca1e0ef7138756d9740403b3540919d6adcda77e63a10e5e62a315bb8f942b,483,17,466
SR-ARE,HT29,0,2042,2042,74277b460c3d0e469c28a513bb0288130dabeb609288510273514fa7998c9ea6,416,80,336
SR-ARE,HT29,1,3042,3042,d21f71420d2d01bbc0917ef265184e68025de8be1e229476e2f594f2b3cef638,416,80,336
SR-ARE,HT29,2,4042,4042,a230611299e2fea5f284804d7862c411efb884c1469379dfa02e9016b83d8b21,416,80,336
SR-ARE,HT29,3,5042,5042,6e9f60dac03c97a87b70eafb8dac476147c15f3dd1e8b8c8e476491922476c22,416,80,336
SR-ARE,HT29,4,6042,6042,fadcc740b7c684e4d90d24b114ad611189e2511a02cba939161296e930290d52,416,80,336
SR-ARE,HT29,5,7042,7042,1612bcfb0744814360effaa57ea2623e998e85c3d138257717819ceadfb10d67,416,80,336
SR-ARE,HT29,6,8042,8042,dbfd9a3c99843f745e060237e1e371218810bb0e3e65291bdcd4aad5c1005f69,416,80,336
SR-ARE,HT29,7,9042,9042,85fe3c6bc7c39f9e5b7bc396e09456579f419b1bb4ade72548c35d912153787e,416,80,336
SR-ARE,HT29,8,10042,10042,3b84e104bb9b9b55fdf7276799c302f12070cbb051106cb0efba21950f9d2b92,416,80,336
SR-ARE,HT29,9,11042,11042,63ffe29db2a8fb572c8bc03e7dbcc8bd9c88b77749c7322e244abc370c258cd7,416,80,336
SR-ARE,HT29,10,12042,12042,fd43cf365baecd1f4203389eafd19c8dc3187277e5d3893efe6233f0e8c4d47c,416,80,336
SR-ARE,HT29,11,13042,13042,31765661ed41af25f1ce4e58c037010322f684e2950d1f59e659bcd081797d08,416,80,336
SR-ARE,HT29,12,14042,14042,70bc689aaac9fdfd15d94d5f11c0304be81b488142527174b12177e6be11233f,416,80,336
SR-ARE,HT29,13,15042,15042,77293853acf86a895e0e7c3e7f25d63fcb7d0dbd9fc0664b2790c9fec2378c1b,416,80,336
SR-ARE,HT29,14,16042,16042,462fb92aa3cc51b73c033586e627662d230530fc7cbbc8d4652b0dc42806257e,416,80,336
SR-ARE,HT29,15,17042,17042,9cbdb08d18ae06b80cd956e23cd38ff36630519ebf452840a604d121990d8f4f,416,80,336
SR-ARE,HT29,16,18042,18042,8bcdc7afe4f6ac4a22d928aac74853cb163b31b12810e9b828e93d619693698e,416,80,336
SR-ARE,HT29,17,19042,19042,31f55c4fae84823d816a41241cf3bd51fcaf7b42710839daf0b738a03b5ec6a4,416,80,336
SR-ARE,HT29,18,20042,20042,45983e60c0a870bbbe05cd9db89935f684c3beada26f2c30c3c8bfd17068a0d3,416,80,336
SR-ARE,HT29,19,21042,21042,fbf2fb93d55e6755121f37caafc7982f3140c755557512d2c85109bbc687ffda,416,80,336
SR-ATAD5,HT29,0,2042,2042,ed228dfad68fd093aefa1e8c53e61f110985228560966ac94f88adde0f00a2b8,544,30,514
